variant_id,base_pair_key,record_key,language,language_label,qa_track,corruption_type,severity,declared_size,source_lid,variant_lid,source_triples,clean_target_triples,variant_target_triples,source_text,clean_target_text,variant_target_text,xml_duplicate_target_lex,xml_path,split,triple_bucket,category,eid,is_benign,consistency_group_id,perturbation_pair_id,removed_token_fraction,alternative_reference_lid,alternative_source_text,predicted_language,language_confidence,target_language_probability,valid_target_language,wrong_language_detected,full_english_copy_detected,code_switch_eligible_window_count,code_switch_english_window_count,code_switch_english_window_fraction,code_switch_detected,hard_language_flag,comparison_source_lid,comparison_source_text,english_token_count,target_token_count,expansion_ratio,aligned_reference_eligible,aligned_reference_similarity,comparison_reference_similarity,aligned_reference_advantage,manual_target_language_acceptable,manual_actual_code_switch,manual_grammar_naturalness_1_5,manual_legitimate_variation,manual_aligned_reference_interpretation,manual_notes
original__ca__9245bc5ebe8e,train/5triples/Artist.xml::Id132::Id3,train/5triples/Artist.xml::Id132,ca,Catalan,CLEAN,clean,clean,5,Id3,Id3,"[""Alison_O'Donnell | genre | Jazz"", 'Jazz | stylisticOrigin | Blues', 'Jazz | derivative | Funk', 'Jazz | musicFusionGenre | Afrobeat', ""Alison_O'Donnell | instrument | Autoharp""]","[""Alison_O'Donnell | Gènere | jazz"", 'jazz | OrigenEstilístic | blues', 'jazz | Derivada | Funk', 'jazz | MúsicaGenreFusion | afrobeat', ""Alison_O'Donnell | Instrument | cítara_d'acords""]","[""Alison_O'Donnell | Gènere | jazz"", 'jazz | OrigenEstilístic | blues', 'jazz | Derivada | Funk', 'jazz | MúsicaGenreFusion | afrobeat', ""Alison_O'Donnell | Instrument | cítara_d'acords""]",Jazz music originates from the Blues and is the basis for Afrobeat fusion and funk. Jazz musician Alison O'Donnell plays the autoharp.,La música jazz té el seu origen en el blues i és la base de la fusió de l'afrobeat i el funk. La músic de jazz Alison O'Donnell toca l'autoarpa.,La música jazz té el seu origen en el blues i és la base de la fusió de l'afrobeat i el funk. La músic de jazz Alison O'Donnell toca l'autoarpa.,False,train/5triples/Artist.xml,train,5triples,Artist,Id132,False,,,,,,ca,0.7841196656227112,0.7841196656227112,True,False,False,4,0,0.0,False,False,Id1,"Alison O'Donnell plays the autoharp and performs jazz music. Jazz style originates from the Blues, and Funk and Afrobeat are derivatives of Jazz.",22,30,1.3636363636363635,True,0.9040555953979492,0.8875759840011597,0.01647961139678955,,,,,,
original__ca__9e4bfac018cd,train/4triples/City.xml::Id183::Id1,train/4triples/City.xml::Id183,ca,Catalan,CLEAN,clean,clean,4,Id1,Id1,"['United_States | demonym | Americans', 'Angola,_Indiana | isPartOf | Pleasant_Township,_Steuben_County,_Indiana', 'Angola,_Indiana | country | United_States', 'United_States | ethnicGroup | Asian_Americans']","[""Estats_Units_d'Amèrica | Demònim | estatunidenc"", 'Angola,_Indiana | ÉsPartDe | Pleasant_Township,_comtat_de_Steuben,_Indiana', ""Angola,_Indiana | País | Estats_Units_d'Amèrica"", ""Estats_Units_d'Amèrica | GrupÈtnic | estatunidencs_asiàtics""]","[""Estats_Units_d'Amèrica | Demònim | estatunidenc"", 'Angola,_Indiana | ÉsPartDe | Pleasant_Township,_comtat_de_Steuben,_Indiana', ""Angola,_Indiana | País | Estats_Units_d'Amèrica"", ""Estats_Units_d'Amèrica | GrupÈtnic | estatunidencs_asiàtics""]","People who live in the US are called Americans and these include the ethnic group of Asian Americans. The United States is where you will find Angola, part of Pleasant Township in Steuben County, Indiana.","Les persones que viuen als Estats Units s'anomenen americans i aquests inclouen el grup ètnic dels asiàtics americans. Als Estats Units és on trobareu Angola, part de Pleasant Township al comtat de Steuben, Indiana.","Les persones que viuen als Estats Units s'anomenen americans i aquests inclouen el grup ètnic dels asiàtics americans. Als Estats Units és on trobareu Angola, part de Pleasant Township al comtat de Steuben, Indiana.",False,train/4triples/City.xml,train,4triples,City,Id183,False,,,,,,ca,0.978358805179596,0.978358805179596,True,False,False,4,0,0.0,False,False,Id2,"The Americans are the inhabitants of the United States and include the ethnic group of Asian Americans. The country is the location of Angola in Pleasant Township, part of Steuben County in Indiana.",35,34,0.9714285714285714,True,0.9748936891555786,0.9222316741943359,0.052662014961242676,,,,,,
original__ca__cd17948ce08d,train/2triples/CelestialBody.xml::Id31::Id1,train/2triples/CelestialBody.xml::Id31,ca,Catalan,CLEAN,clean,clean,2,Id1,Id1,"['(66391)_1999_KW4 | epoch | 2004-07-14', '(66391)_1999_KW4 | apoapsis | 162164091.8388 (kilometres)']","['(66391)_1999_KW4 | Època | 2004-07-14', '(66391)_1999_KW4 | Apoapsis | 162164091.8388_(kilòmetres)']","['(66391)_1999_KW4 | Època | 2004-07-14', '(66391)_1999_KW4 | Apoapsis | 162164091.8388_(kilòmetres)']","The celestial body, (66391) 1999 KW4, has an apoapsis of 162164091.8388 km and its epoch date is 14 July 2004.","El cos celeste, (66391) 1999 KW4, té una apoapsis de 162164091.8388 km i la seva data d'època és el 14 de juliol de 2004.","El cos celeste, (66391) 1999 KW4, té una apoapsis de 162164091.8388 km i la seva data d'època és el 14 de juliol de 2004.",False,train/2triples/CelestialBody.xml,train,2triples,CelestialBody,Id31,False,,,,,,ca,0.8391158580780029,0.8391158580780029,True,False,False,3,0,0.0,False,False,Id2,66391 1999 KW4 epoch was on 2004-07.14. and its apoapsis is 162164091.8388 kilometres.,20,24,1.2,True,0.9709749817848206,0.7985308766365051,0.17244410514831543,,,,,,
original__ca__ac6fb34eb83e,train/3triples/Airport.xml::Id168::Id3,train/3triples/Airport.xml::Id168,ca,Catalan,CLEAN,clean,clean,3,Id3,Id3,"['Iraq | language | Kurdish_languages', 'Al-Taqaddum_Air_Base | cityServed | Fallujah', 'Fallujah | country | Iraq']","['Iraq | Llengua | Llengües_kurdes', 'Base_Aèria_Al-Taqaddum | CiutatServida | Falluja', 'Falluja | País | Iraq']","['Iraq | Llengua | Llengües_kurdes', 'Base_Aèria_Al-Taqaddum | CiutatServida | Falluja', 'Falluja | País | Iraq']","The Al Taqaddum Air Base serves the city of Fallujah in Iraq, a country where the Kurdish languages are spoken.","La base aèria Al Taqaddum serveix a la ciutat de Fallujah a l'Iraq, un país on es parlen les llengües kurdes.","La base aèria Al Taqaddum serveix a la ciutat de Fallujah a l'Iraq, un país on es parlen les llengües kurdes.",False,train/3triples/Airport.xml,train,3triples,Airport,Id168,False,,,,,,ca,0.8751760125160217,0.8751760125160217,True,False,False,2,0,0.0,False,False,Id1,"Al-Taqaddum Air Base serves the city of Fallujah, in the country of Iraq where the Kurdish language is spoken.",20,21,1.05,True,0.9833573698997498,0.9752456545829773,0.008111715316772461,,,,,,
original__ca__ecf4b2ce1fe8,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1626::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1626,ca,Catalan,CLEAN,clean,clean,2,Id2,Id2,"['Nurhan_Atasoy | birthPlace | Turkey', 'Turkey | governmentType | Unitary_state']","['Nurhan_Atasoy | LlocDeNaixement | Turquia', 'Turquia | TipusDeGovern | estat_unitari']","['Nurhan_Atasoy | LlocDeNaixement | Turquia', 'Turquia | TipusDeGovern | estat_unitari']",Nurhan Atasoy was born in the unitary state of Turkey.,Nurhan Atasoy va néixer a l'estat unitari de Turquia.,Nurhan Atasoy va néixer a l'estat unitari de Turquia.,False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id1626,False,,,,,,ca,0.951755166053772,0.951755166053772,True,False,False,1,0,0.0,False,False,Id1,"Turkey, the birthplace of Nurhan Atasoy, has a unitary government.",10,9,0.9,True,0.9359678030014038,0.7531945705413818,0.18277323246002197,,,,,,
original__ca__eb7f698523e6,train/1triples/CelestialBody_allSolutions.xml::Id140::Id1,train/1triples/CelestialBody_allSolutions.xml::Id140,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,['1101_Clematis | orbitalPeriod | 183309000.0'],['(1101)_Clematis | PeríodeOrbital | 183309000.0'],['(1101)_Clematis | PeríodeOrbital | 183309000.0'],1101 Clematis has an orbital period of 183309000.0.,1101 Clematis té un període orbital de 183309000.0.,1101 Clematis té un període orbital de 183309000.0.,False,train/1triples/CelestialBody_allSolutions.xml,train,1triples,CelestialBody,Id140,False,,,,,,ca,0.7027466893196106,0.7027466893196106,True,False,False,1,0,0.0,False,False,Id2,The orbital period for 1101 Clematis is 183309000.0.,8,8,1.0,True,0.9946290254592896,0.9860962629318237,0.00853276252746582,,,,,,
original__ca__d9a43eb2edb2,dev/1triples/SportsTeam_allSolutions.xml::Id16::Id1,dev/1triples/SportsTeam_allSolutions.xml::Id16,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,"['AZAL_PFK | location | ""Shuvalan, Baku, Azerbaijan""']","['AZAL_PFK | Ubicació | Shuvalan,_Baku,_Azerbaidjan']","['AZAL_PFK | Ubicació | Shuvalan,_Baku,_Azerbaidjan']","AZAL PFK is located at Shuvalan, Baku, Azerbaijan.","AZAL PFK es troba a Shuvalan, Bakú, Azerbaidjan.","AZAL PFK es troba a Shuvalan, Bakú, Azerbaidjan.",False,dev/1triples/SportsTeam_allSolutions.xml,dev,1triples,SportsTeam,Id16,False,,,,,,ca,0.6685850024223328,0.6685850024223328,False,False,False,1,0,0.0,False,False,Id2,"AZAL PFK is located in Shuvalan, Baku, Azerbaijan.",8,8,1.0,True,0.9824281930923462,0.9857447147369385,-0.003316521644592285,,,,,,
original__ca__0f612940a9bc,train/3triples/City.xml::Id99::Id2,train/3triples/City.xml::Id99,ca,Catalan,CLEAN,clean,clean,3,Id2,Id2,"['Ann_Arbor,_Michigan | leaderTitle | Mayor', 'Ann_Arbor,_Michigan | populationDensity | 1580.7 (inhabitants per square kilometre)', 'Ann_Arbor,_Michigan | areaTotal | 74.33 (square kilometres)']","['Ann_Arbor,_Michigan | LíderTítol | alcalde', 'Ann_Arbor,_Michigan | DensitatDePoblació | 1580.7_(habitants_per_quilòmetre_quadrat)', ""Ann_Arbor,_Michigan | TotalDeL'Àrea | 74,33_(kilòmetres_quadrats)""]","['Ann_Arbor,_Michigan | LíderTítol | alcalde', 'Ann_Arbor,_Michigan | DensitatDePoblació | 1580.7_(habitants_per_quilòmetre_quadrat)', ""Ann_Arbor,_Michigan | TotalDeL'Àrea | 74,33_(kilòmetres_quadrats)""]","The city of Ann Arbor, Michigan, where the leader has the title of Mayor, has a population density of 1580.7 people for each of its 74.33 square kilometres.","La ciutat d'Ann Arbor, Michigan, on el líder té el títol d'alcalde, té una densitat de població de 1580,7 persones per cada un dels seus 74,33 quilòmetres quadrats.","La ciutat d'Ann Arbor, Michigan, on el líder té el títol d'alcalde, té una densitat de població de 1580,7 persones per cada un dels seus 74,33 quilòmetres quadrats.",False,train/3triples/City.xml,train,3triples,City,Id99,False,,,,,,ca,0.9655957221984863,0.9655957221984863,True,False,False,3,0,0.0,False,False,Id1,"Mayor is the title of the leader of Ann Arbor, Michigan, which has a population density of 1580.7 people for each of the 74.33 square kilometres it covers.",28,28,1.0,True,0.9290204644203186,0.9212091565132141,0.007811307907104492,,,,,,
original__ca__ab9f10b08cd7,train/4triples/SportsTeam.xml::Id107::Id1,train/4triples/SportsTeam.xml::Id107,ca,Catalan,CLEAN,clean,clean,4,Id1,Id1,"['Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C', 'Campeonato_Brasileiro_Série_C | country | Brazil', 'Agremiação_Sportiva_Arapiraquense | numberOfMembers | 17000', 'Campeonato_Brasileiro_Série_C | champions | Vila_Nova_Futebol_Clube']","['AS_Arapiraquense | Lliga | Campionat_Brasiler_Sèrie_C', 'Campionat_Brasiler_Sèrie_C | País | Brasil', 'AS_Arapiraquense | NombreDeMembres | 17000', 'Campionat_Brasiler_Sèrie_C | Campions | Vila_Nova_FC']","['AS_Arapiraquense | Lliga | Campionat_Brasiler_Sèrie_C', 'Campionat_Brasiler_Sèrie_C | País | Brasil', 'AS_Arapiraquense | NombreDeMembres | 17000', 'Campionat_Brasiler_Sèrie_C | Campions | Vila_Nova_FC']",The ground of Agremiação Sportiva Arapiraquense has a capacity of 17000 and is located in Brazil. They play in the Campeonato Brasileiro Série C league which was won by Vila Nova Futebol Clube.,"El camp de l'Agremiação Sportiva Arapiraquense té capacitat per a 17.000 persones i es troba al Brasil. Juga al Campionat Brasileiro Série C, que va guanyar el Vila Nova Futebol Clube.","El camp de l'Agremiação Sportiva Arapiraquense té capacitat per a 17.000 persones i es troba al Brasil. Juga al Campionat Brasileiro Série C, que va guanyar el Vila Nova Futebol Clube.",False,train/4triples/SportsTeam.xml,train,4triples,SportsTeam,Id107,False,,,,,,ca,0.9415275454521179,0.9415275454521179,True,False,False,4,0,0.0,False,False,Id2,"Agremiacao Sportiva Arapiraquense has 17000 members and play in the Campeonato Brasileiro Serie C League which is based in Brazil. Previously, Vila Nova Futebol Clube have been champions of this league.",33,31,0.9393939393939394,True,0.9282247424125671,0.8935444355010986,0.034680306911468506,,,,,,
original__ca__7d845403c761,train/1triples/Politician_allSolutions.xml::Id97::Id1,train/1triples/Politician_allSolutions.xml::Id97,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,['Adam_Koc | award | Virtuti_Militari'],['Adam_Koc | Premi | Orde_Virtuti_Militari'],['Adam_Koc | Premi | Orde_Virtuti_Militari'],Adam Koc was awarded the Virtuti Militari.,Adam Koc va ser guardonat amb la Virtuti Militari.,Adam Koc va ser guardonat amb la Virtuti Militari.,False,train/1triples/Politician_allSolutions.xml,train,1triples,Politician,Id97,False,,,,,,ca,0.8658851981163025,0.8658851981163025,True,False,False,1,0,0.0,False,False,Id2,Adam Koc has won the Virtuti Militari award.,7,9,1.2857142857142858,True,0.849760890007019,0.790737509727478,0.059023380279541016,,,,,,
original__ca__24635a7095bb,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1337::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1337,ca,Catalan,CLEAN,clean,clean,4,Id2,Id2,"['Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE', 'ENAIRE | city | Madrid', 'Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 3500.0', 'Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0']","['Aeroport_Adolfo_Suárez_de_Madrid-Barajas | OrganitzacióOperativa | ENAIRE', 'ENAIRE | Ciutat | Madrid', 'Aeroport_Adolfo_Suárez_de_Madrid-Barajas | LongitudDeLaPista | 3500.0', 'Aeroport_Adolfo_Suárez_de_Madrid-Barajas | ElevacióPerSobreDelNivellDelMar | 610.0']","['Aeroport_Adolfo_Suárez_de_Madrid-Barajas | OrganitzacióOperativa | ENAIRE', 'ENAIRE | Ciutat | Madrid', 'Aeroport_Adolfo_Suárez_de_Madrid-Barajas | LongitudDeLaPista | 3500.0', 'Aeroport_Adolfo_Suárez_de_Madrid-Barajas | ElevacióPerSobreDelNivellDelMar | 610.0']","The Adolfo Suárez Madrid–Barajas Airport in Madrid operated by ENAIRE has a runway length of 3,500. It has an elevation of 610.0 metres above sea level.","L'aeroport d'Adolfo Suárez Madrid-Barajas a Madrid, operat per ENAIRE, té una pista de 3.500 metres de llarg. Té una elevació de 610,0 metres sobre el nivell del mar.","L'aeroport d'Adolfo Suárez Madrid-Barajas a Madrid, operat per ENAIRE, té una pista de 3.500 metres de llarg. Té una elevació de 610,0 metres sobre el nivell del mar.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Airport,Id1337,False,,,,,,ca,0.9335063099861145,0.9335063099861145,True,False,False,3,0,0.0,False,False,Id1,"Adolfo Suarez Madrid-Barajas Airport is operated by ENAIRE in Madrid, has a runway length of 3500 and is 610.0 metres above sea level.",26,28,1.0769230769230769,True,0.9566085934638977,0.9001573324203491,0.056451261043548584,,,,,,
original__ca__74e6fd2e8241,train/3triples/Athlete.xml::Id98::Id1,train/3triples/Athlete.xml::Id98,ca,Catalan,CLEAN,clean,clean,3,Id1,Id1,"['Alaa_Abdul-Zahra | club | Al-Khor_Sports_Club', 'Al_Kharaitiyat_SC | ground | Al_Khor', 'Alaa_Abdul-Zahra | club | Al_Kharaitiyat_SC']","['Alaa_Abdul-Zahra | Trèvols | Al-Khor_SC', 'Al_Kharaitiyat_SC | Terra | Al_Khor_(municipi)', 'Alaa_Abdul-Zahra | Trèvols | Al_Kharaitiyat_SC']","['Alaa_Abdul-Zahra | Trèvols | Al-Khor_SC', 'Al_Kharaitiyat_SC | Terra | Al_Khor_(municipi)', 'Alaa_Abdul-Zahra | Trèvols | Al_Kharaitiyat_SC']","Alaa Abdul Zahra, who plays for Al-Khor Sports Club, also plays for AL Kharaitiyat SC, the home ground of which, is Al Khor.","Alaa Abdul Zahra, que juga per l'Al-Khor Sports Club, també juga per l'AL Kharaitiyat SC, el camp del qual és Al Khor.","Alaa Abdul Zahra, que juga per l'Al-Khor Sports Club, també juga per l'AL Kharaitiyat SC, el camp del qual és Al Khor.",False,train/3triples/Athlete.xml,train,3triples,Athlete,Id98,False,,,,,,ca,0.9484209418296814,0.9484209418296814,True,False,False,3,0,0.0,False,False,Id2,Alaa Abdul Zahra plays for both the Al-Khor Sports Club and AL Kharaitiyat SC. Al Kharaitiyat SC's ground is Al Khor.,23,22,0.9565217391304348,True,0.9864850044250488,0.9603097438812256,0.026175260543823242,,,,,,
original__ca__ee23e3bf1b57,train/1triples/MeanOfTransportation_allSolutions.xml::Id29::Id2,train/1triples/MeanOfTransportation_allSolutions.xml::Id29,ca,Catalan,CLEAN,clean,clean,1,Id2,Id2,['AIDAluna | builder | Meyer_Werft'],['AIDAluna | Constructor | Meyer_Werft'],['AIDAluna | Constructor | Meyer_Werft'],The ship AIDAluna was built by Meyer Werft.,El vaixell AIDAluna va ser construït per Meyer Werft.,El vaixell AIDAluna va ser construït per Meyer Werft.,False,train/1triples/MeanOfTransportation_allSolutions.xml,train,1triples,MeanOfTransportation,Id29,False,,,,,,ca,0.8826771974563599,0.8826771974563599,True,False,False,1,0,0.0,False,False,Id1,Meyer Werft was the builder of the AIDAluna.,8,9,1.125,True,0.9908210635185242,0.8553323745727539,0.13548868894577026,,,,,,
original__ca__43ebed92f4df,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id371::Id3,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id371,ca,Catalan,CLEAN,clean,clean,3,Id3,Id3,"['Alan_B._Miller_Hall | address | ""101 Ukrop Way""', 'Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business', 'Alan_B._Miller_Hall | location | Virginia']","['Alan_B._Miller_Hall | Adreça | 101_Ukrop_Way', 'Alan_B._Miller_Hall | LlogatersActuals | Escola_Mason_de_Negocis', 'Alan_B._Miller_Hall | Ubicació | Virgínia']","['Alan_B._Miller_Hall | Adreça | 101_Ukrop_Way', 'Alan_B._Miller_Hall | LlogatersActuals | Escola_Mason_de_Negocis', 'Alan_B._Miller_Hall | Ubicació | Virgínia']",Alan B. Miller Hall is on 101 Ukrop way (In Virginia) and its current tenants are The Mason School of Business.,Alan B. Miller Hall es troba al 101 Ukrop Way (a Virgínia) i els seus actuals llogaters són The Mason School of Business.,Alan B. Miller Hall es troba al 101 Ukrop Way (a Virgínia) i els seus actuals llogaters són The Mason School of Business.,False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Building,Id371,False,,,,,,ca,0.7446956038475037,0.7446956038475037,True,False,False,3,0,0.0,False,False,Id1,"The Mason Schools of Business are the current tenants of,Alan B Miller Hall (address: 101, Ukrop way) is situated in Virginia.",21,23,1.0952380952380953,True,0.964059591293335,0.8997937440872192,0.06426584720611572,,,,,,
original__ca__e977c85d5e66,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id317::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id317,ca,Catalan,CLEAN,clean,clean,1,Id2,Id2,['Mermaid_(Train_song) | recordLabel | Sony_Music_Entertainment'],['Sirena_(cançó_de_tren) | EtiquetaDelRegistre | Sony_Music_Entertainment_(anglès)'],['Sirena_(cançó_de_tren) | EtiquetaDelRegistre | Sony_Music_Entertainment_(anglès)'],The Train song Mermaid had been released under the record label Sony Music Entertainment.,La cançó Train Mermaid havia estat llançada sota el segell discogràfic Sony Music Entertainment.,La cançó Train Mermaid havia estat llançada sota el segell discogràfic Sony Music Entertainment.,False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id317,False,,,,,,ca,0.7631021738052368,0.7631021738052368,True,False,False,2,0,0.0,False,False,Id1,The song by Train called Mermaid is on the Sony Music Entertainment record label.,14,14,1.0,True,0.9781633615493774,0.9433168172836304,0.03484654426574707,,,,,,
original__ca__c919ccdcb5df,train/1triples/SportsTeam_allSolutions.xml::Id78::Id2,train/1triples/SportsTeam_allSolutions.xml::Id78,ca,Catalan,CLEAN,clean,clean,1,Id2,Id2,['A.S._Roma | numberOfMembers | 70634'],['A.S._Roma | NombreDeMembres | 70634'],['A.S._Roma | NombreDeMembres | 70634'],A.S. Roma has 70634 members.,A.S. Roma té 70.634 membres.,A.S. Roma té 70.634 membres.,False,train/1triples/SportsTeam_allSolutions.xml,train,1triples,SportsTeam,Id78,False,,,,,,ca,0.707915723323822,0.707915723323822,True,False,False,0,0,,False,False,Id1,AS Roma has 70634 members.,5,5,1.0,True,0.8392876386642456,0.804324746131897,0.03496289253234863,,,,,,
original__ca__8b97482dc3ea,train/2triples/Athlete.xml::Id144::Id1,train/2triples/Athlete.xml::Id144,ca,Catalan,CLEAN,clean,clean,2,Id1,Id1,"['Alex_Plante | birthPlace | Brandon,_Manitoba', 'Brandon,_Manitoba | leader | Larry_Maguire']","['Alex_Plante | LlocDeNaixement | Brandoncanada._kgm', 'Brandoncanada._kgm | Líder | Larry_Maguire']","['Alex_Plante | LlocDeNaixement | Brandoncanada._kgm', 'Brandoncanada._kgm | Líder | Larry_Maguire']","Larry Maguire is the leader of Brandon, Manitoba, the birthplace of Alex Plante.","Larry Maguire és el líder de Brandon, Manitoba, el lloc de naixement d'Alex Plante.","Larry Maguire és el líder de Brandon, Manitoba, el lloc de naixement d'Alex Plante.",False,train/2triples/Athlete.xml,train,2triples,Athlete,Id144,False,,,,,,ca,0.8473047614097595,0.8473047614097595,True,False,False,2,0,0.0,False,False,Id2,"Alex Plante was born in Brandon, Manitoba where the leader is Larry Maguire.",13,14,1.0769230769230769,True,0.9641438722610474,0.918563961982727,0.04557991027832031,,,,,,
original__ca__174d97ac59fd,train/2triples/Food.xml::Id53::Id2,train/2triples/Food.xml::Id53,ca,Catalan,CLEAN,clean,clean,2,Id2,Id2,"['Arròs_negre | country | Spain', 'Spain | demonym | Spaniards']","['arròs_negre | País | Espanya', 'Espanya | Demònim | espanyols']","['arròs_negre | País | Espanya', 'Espanya | Demònim | espanyols']","Arròs negre is from Spain, where Spaniards live.","L'arròs negre és d'Espanya, on viuen els espanyols.","L'arròs negre és d'Espanya, on viuen els espanyols.",False,train/2triples/Food.xml,train,2triples,Food,Id53,False,,,,,,ca,0.9213268160820007,0.9213268160820007,True,False,False,1,0,0.0,False,False,Id1,Spaniards and Arros negre come from Spain.,8,8,1.0,True,0.5667693614959717,0.5943572521209717,-0.027587890625,,,,,,
original__ca__098c1e86986c,dev/3triples/Food.xml::Id23::Id2,dev/3triples/Food.xml::Id23,ca,Catalan,CLEAN,clean,clean,3,Id2,Id2,"['Barny_Cakes | dishVariation | Apple', 'Barny_Cakes | carbohydrate | 18.0 g', 'Barny_Cakes | protein | 1.8 g']","['Pastissos_Barny | VariacióDelPlat | poma', 'Pastissos_Barny | HidratDeCarboni | 18._0_g', 'Pastissos_Barny | Proteïna | 1,8_g']","['Pastissos_Barny | VariacióDelPlat | poma', 'Pastissos_Barny | HidratDeCarboni | 18._0_g', 'Pastissos_Barny | Proteïna | 1,8_g']",Barny cakes can be made with apple and contain 1.8g protein and 18g of carbs.,"Els pastissos barny es poden fer amb poma i contenen 1,8 g de proteïna i 18 g de carbohidrats.","Els pastissos barny es poden fer amb poma i contenen 1,8 g de proteïna i 18 g de carbohidrats.",False,dev/3triples/Food.xml,dev,3triples,Food,Id23,False,,,,,,ca,0.7388151288032532,0.7388151288032532,True,False,False,2,0,0.0,False,False,Id1,Barny cakes can be made with apple and have 18 grams of carbs and 1.8 g of protein.,15,19,1.2666666666666666,True,0.7949385643005371,0.7949192523956299,1.9311904907226562e-05,,,,,,
original__ca__06a9775293e1,train/1triples/Artist_allSolutions.xml::Id79::Id1,train/1triples/Artist_allSolutions.xml::Id79,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,['Al_Anderson_(NRBQ band) | instrument | Singing'],['Al_Anderson_(banda_NRBQ) | Instrument | cant'],['Al_Anderson_(banda_NRBQ) | Instrument | cant'],Al Anderson is a singer for the band NRBQ.,Al Anderson és cantant de la banda NRBQ.,Al Anderson és cantant de la banda NRBQ.,False,train/1triples/Artist_allSolutions.xml,train,1triples,Artist,Id79,False,,,,,,ca,0.7906157374382019,0.7906157374382019,True,False,False,1,0,0.0,False,False,Id2,Al Anderson is a singer in the band NRBQ.,9,8,0.8888888888888888,True,0.9869023561477661,0.9862275719642639,0.0006747841835021973,,,,,,
original__ca__a6c01f087b1a,train/4triples/City.xml::Id144::Id2,train/4triples/City.xml::Id144,ca,Catalan,CLEAN,clean,clean,4,Id2,Id2,"['Indiana | capital | Indianapolis', 'Anderson,_Indiana | isPartOf | Adams_Township,_Madison_County,_Indiana', 'Adams_Township,_Madison_County,_Indiana | country | United_States', 'Anderson,_Indiana | isPartOf | Indiana']","['Indiana | Capital | Indianàpolis', 'Anderson,_Indiana | ÉsPartDe | Adams_Township,_comtat_de_Madison,_Indiana', ""Adams_Township,_comtat_de_Madison,_Indiana | País | Estats_Units_d'Amèrica"", 'Anderson,_Indiana | ÉsPartDe | Indiana']","['Indiana | Capital | Indianàpolis', 'Anderson,_Indiana | ÉsPartDe | Adams_Township,_comtat_de_Madison,_Indiana', ""Adams_Township,_comtat_de_Madison,_Indiana | País | Estats_Units_d'Amèrica"", 'Anderson,_Indiana | ÉsPartDe | Indiana']","Anderson, is located within Adams Township, Madison County, Indiana (capital Indianapolis), in the United States.","Anderson, es troba dins del municipi d'Adams, comtat de Madison, Indiana (capital d'Indianapolis), als Estats Units.","Anderson, es troba dins del municipi d'Adams, comtat de Madison, Indiana (capital d'Indianapolis), als Estats Units.",False,train/4triples/City.xml,train,4triples,City,Id144,False,,,,,,ca,0.9416523575782776,0.9416523575782776,True,False,False,2,0,0.0,False,False,Id1,"Indianapolis is the state capital of Indiana, USA. Anderson is also located in Indiana, within Adams Township, Madison County.",15,16,1.0666666666666667,True,0.9607380628585815,0.8977967500686646,0.06294131278991699,,,,,,
