language,language_label,component_type,source_normalized,source_example,minimum_occurrences,occurrences,target_form_count,dominant_target_form,dominant_target_count,dominant_mapping_rate,mapping_review_signal,target_forms
ca,Catalan,predicate,position,position,2,30,1,posició,30,1.0,False,"{""posició"": 30}"
ca,Catalan,predicate,postalcode,postalCode,2,30,1,còdipostal,30,1.0,False,"{""còdipostal"": 30}"
ca,Catalan,predicate,powertype,powerType,2,112,1,tipusdepotència,112,1.0,False,"{""tipusdepotència"": 112}"
ca,Catalan,predicate,precededby,precededBy,2,214,1,preceditper,214,1.0,False,"{""preceditper"": 214}"
ca,Catalan,predicate,predecessor,predecessor,2,43,1,predecessor,43,1.0,False,"{""predecessor"": 43}"
ca,Catalan,predicate,president,president,2,49,1,president,49,1.0,False,"{""president"": 49}"
ca,Catalan,predicate,producer,producer,2,151,1,productor,151,1.0,False,"{""productor"": 151}"
ca,Catalan,predicate,product,product,2,177,1,producte,177,1.0,False,"{""producte"": 177}"
ca,Catalan,predicate,productionendyear,productionEndYear,2,18,1,producciófind'any,18,1.0,False,"{""producciófind'any"": 18}"
ca,Catalan,predicate,productionstartyear,productionStartYear,2,19,1,anyd'inicideproducció,19,1.0,False,"{""anyd'inicideproducció"": 19}"
ca,Catalan,predicate,profession,profession,2,10,1,professió,10,1.0,False,"{""professió"": 10}"
ca,Catalan,predicate,professionalfield,professionalField,2,68,1,campprofessional,68,1.0,False,"{""campprofessional"": 68}"
ca,Catalan,predicate,protein,protein,2,9,1,proteïna,9,1.0,False,"{""proteïna"": 9}"
ca,Catalan,predicate,publisher,publisher,2,209,1,editor,209,1.0,False,"{""editor"": 209}"
ca,Catalan,predicate,recordedin,recordedIn,2,39,1,registratsen,39,1.0,False,"{""registratsen"": 39}"
ca,Catalan,predicate,recordlabel,recordLabel,2,295,1,etiquetadelregistre,295,1.0,False,"{""etiquetadelregistre"": 295}"
ca,Catalan,predicate,rector,rector,2,8,1,rector,8,1.0,False,"{""rector"": 8}"
ca,Catalan,predicate,region,region,2,715,1,regió,715,1.0,False,"{""regió"": 715}"
ca,Catalan,predicate,regionserved,regionServed,2,31,1,regióservida,31,1.0,False,"{""regióservida"": 31}"
ca,Catalan,predicate,related,related,2,3,1,relacionat,3,1.0,False,"{""relacionat"": 3}"
ca,Catalan,predicate,relatedmeanoftransportation,relatedMeanOfTransportation,2,216,1,mitjàdetransportrelacionat,216,1.0,False,"{""mitjàdetransportrelacionat"": 216}"
ca,Catalan,predicate,releasedate,releaseDate,2,67,1,datadellançament,67,1.0,False,"{""datadellançament"": 67}"
ca,Catalan,predicate,religion,religion,2,24,1,religió,24,1.0,False,"{""religió"": 24}"
ca,Catalan,predicate,representative,representative,2,6,1,representatiu,6,1.0,False,"{""representatiu"": 6}"
ca,Catalan,predicate,residence,residence,2,156,1,residència,156,1.0,False,"{""residència"": 156}"
ca,Catalan,predicate,revenue,revenue,2,38,1,ingressos,38,1.0,False,"{""ingressos"": 38}"
ca,Catalan,predicate,ribbonaward,ribbonAward,2,5,1,premidecinta,5,1.0,False,"{""premidecinta"": 5}"
ca,Catalan,predicate,river,river,2,18,1,riuwaters world-class.kgm,18,1.0,False,"{""riuwaters world-class.kgm"": 18}"
ca,Catalan,predicate,rocketstages,rocketStages,2,6,1,etapesdelcoet,6,1.0,False,"{""etapesdelcoet"": 6}"
ca,Catalan,predicate,rotationperiod,rotationPeriod,2,41,1,períodederotació,41,1.0,False,"{""períodederotació"": 41}"
ca,Catalan,predicate,runtime,runtime,2,154,1,tempsd'execució,154,1.0,False,"{""tempsd'execució"": 154}"
ca,Catalan,predicate,runwaylength,runwayLength,2,411,1,longituddelapista,411,1.0,False,"{""longituddelapista"": 411}"
ca,Catalan,predicate,runwayname,runwayName,2,221,1,nomdelapista,221,1.0,False,"{""nomdelapista"": 221}"
ca,Catalan,predicate,runwaysurfacetype,runwaySurfaceType,2,13,1,tipusdesuperfíciedepista,13,1.0,False,"{""tipusdesuperfíciedepista"": 13}"
ca,Catalan,predicate,saint,saint,2,4,1,sant,4,1.0,False,"{""sant"": 4}"
ca,Catalan,predicate,season,season,2,161,1,temporada,161,1.0,False,"{""temporada"": 161}"
ca,Catalan,predicate,selectedbynasa,selectedByNasa,2,147,1,seleccionatperlanasa,147,1.0,False,"{""seleccionatperlanasa"": 147}"
ca,Catalan,predicate,senators,senators,2,9,1,senadors,9,1.0,False,"{""senadors"": 9}"
ca,Catalan,predicate,series,series,2,26,1,sèrie,26,1.0,False,"{""sèrie"": 26}"
ca,Catalan,predicate,served,served,2,4,1,servit,4,1.0,False,"{""servit"": 4}"
ca,Catalan,predicate,servedaschiefoftheastronautofficein,servedAsChiefOfTheAstronautOfficeIn,2,19,1,vaservircomacapdel'oficinad'astronautesen,19,1.0,False,"{""vaservircomacapdel'oficinad'astronautesen"": 19}"
ca,Catalan,predicate,service,service,2,22,1,servei,22,1.0,False,"{""servei"": 22}"
ca,Catalan,predicate,servicestartyear,serviceStartYear,2,2,1,serveianyd'inici,2,1.0,False,"{""serveianyd'inici"": 2}"
ca,Catalan,predicate,servingtemperature,servingTemperature,2,24,1,temperaturadeservir,24,1.0,False,"{""temperaturadeservir"": 24}"
ca,Catalan,predicate,shipbeam,shipBeam,2,72,1,beamdevaixell,72,1.0,False,"{""beamdevaixell"": 72}"
ca,Catalan,predicate,shipclass,shipClass,2,10,1,classedevaixell,10,1.0,False,"{""classedevaixell"": 10}"
ca,Catalan,predicate,shipdisplacement,shipDisplacement,2,17,1,desplaçamentdelvaixell,17,1.0,False,"{""desplaçamentdelvaixell"": 17}"
ca,Catalan,predicate,shipdraft,shipDraft,2,4,1,projectedevaixell,4,1.0,False,"{""projectedevaixell"": 4}"
ca,Catalan,predicate,shipinservice,shipInService,2,4,1,vaixellenservei,4,1.0,False,"{""vaixellenservei"": 4}"
ca,Catalan,predicate,shiplaiddown,shipLaidDown,2,2,1,vaixellaterrat,2,1.0,False,"{""vaixellaterrat"": 2}"
ca,Catalan,predicate,shiplaunch,shipLaunch,2,12,1,lançamentdevaixell,12,1.0,False,"{""lançamentdevaixell"": 12}"
ca,Catalan,predicate,shipordered,shipOrdered,2,4,1,comandadevaixell,4,1.0,False,"{""comandadevaixell"": 4}"
ca,Catalan,predicate,shippower,shipPower,2,5,1,potènciadevaixell,5,1.0,False,"{""potènciadevaixell"": 5}"
ca,Catalan,predicate,significantbuilding,significantBuilding,2,57,1,edificisignificatiu,57,1.0,False,"{""edificisignificatiu"": 57}"
ca,Catalan,predicate,significantproject,significantProject,2,9,1,projectesignificatiu,9,1.0,False,"{""projectesignificatiu"": 9}"
ca,Catalan,predicate,similardish,similarDish,2,3,1,dispositiusimilar,3,1.0,False,"{""dispositiusimilar"": 3}"
ca,Catalan,predicate,site,site,2,22,1,lloc,22,1.0,False,"{""lloc"": 22}"
ca,Catalan,predicate,spokenin,spokenIn,2,124,1,parlaten,124,1.0,False,"{""parlaten"": 124}"
ca,Catalan,predicate,sportgoverningbody,sportGoverningBody,2,15,1,organismedegoverndel'esport,15,1.0,False,"{""organismedegoverndel'esport"": 15}"
ca,Catalan,predicate,sportsoffered,sportsOffered,2,18,1,esportsoferts,18,1.0,False,"{""esportsoferts"": 18}"
ca,Catalan,predicate,spouse,spouse,2,130,1,cònjuge,130,1.0,False,"{""cònjuge"": 130}"
ca,Catalan,predicate,stadium,stadium,2,2,1,estadi,2,1.0,False,"{""estadi"": 2}"
ca,Catalan,predicate,staff,staff,2,18,1,personal,18,1.0,False,"{""personal"": 18}"
ca,Catalan,predicate,starring,starring,2,210,1,protagonitzadaper,210,1.0,False,"{""protagonitzadaper"": 210}"
ca,Catalan,predicate,state,state,2,247,1,estat,247,1.0,False,"{""estat"": 247}"
ca,Catalan,predicate,stateoforigin,stateOfOrigin,2,16,1,estatd'origen,16,1.0,False,"{""estatd'origen"": 16}"
ca,Catalan,predicate,status,status,2,184,1,estatut,184,1.0,False,"{""estatut"": 184}"
ca,Catalan,predicate,stylisticorigin,stylisticOrigin,2,336,1,origenestilístic,336,1.0,False,"{""origenestilístic"": 336}"
ca,Catalan,predicate,subsidiary,subsidiary,2,68,1,subsidiària,68,1.0,False,"{""subsidiària"": 68}"
ca,Catalan,predicate,successor,successor,2,324,1,successor,324,1.0,False,"{""successor"": 324}"
ca,Catalan,predicate,surfacearea,surfaceArea,2,9,1,àreadesuperfície,9,1.0,False,"{""àreadesuperfície"": 9}"
ca,Catalan,predicate,temperature,temperature,2,31,1,temperatura,31,1.0,False,"{""temperatura"": 31}"
ca,Catalan,predicate,tenant,tenant,2,67,1,inquilí,67,1.0,False,"{""inquilí"": 67}"
ca,Catalan,predicate,timeinspace,timeInSpace,2,35,1,tempsal'espai,35,1.0,False,"{""tempsal'espai"": 35}"
ca,Catalan,predicate,timeshiftchannel,timeshiftChannel,2,2,1,canaldedesplaçamenttemporal,2,1.0,False,"{""canaldedesplaçamenttemporal"": 2}"
ca,Catalan,predicate,timezone,timeZone,2,45,1,zonahorària,45,1.0,False,"{""zonahorària"": 45}"
ca,Catalan,predicate,title,title,2,6,1,títol,6,1.0,False,"{""títol"": 6}"
ca,Catalan,predicate,topspeed,topSpeed,2,38,1,velocitatmàxima,38,1.0,False,"{""velocitatmàxima"": 38}"
ca,Catalan,predicate,totallaunches,totalLaunches,2,5,1,totaldellançaments,5,1.0,False,"{""totaldellançaments"": 5}"
ca,Catalan,predicate,totalproduction,totalProduction,2,9,1,producciótotal,9,1.0,False,"{""producciótotal"": 9}"
ca,Catalan,predicate,traineraircraft,trainerAircraft,2,4,1,entrenadoravió,4,1.0,False,"{""entrenadoravió"": 4}"
ca,Catalan,predicate,training,training,2,12,1,formació,12,1.0,False,"{""formació"": 12}"
ca,Catalan,predicate,transmission,transmission,2,43,1,transmissió,43,1.0,False,"{""transmissió"": 43}"
ca,Catalan,predicate,transportaircraft,transportAircraft,2,32,1,aviódetransport,32,1.0,False,"{""aviódetransport"": 32}"
ca,Catalan,predicate,type,type,2,132,1,tipus,132,1.0,False,"{""tipus"": 132}"
ca,Catalan,predicate,unit,unit,2,9,1,%1quilòmetresquadratsamountinunits(integer),9,1.0,False,"{""%1quilòmetresquadratsamountinunits(integer)"": 9}"
ca,Catalan,predicate,universityteam,universityTeam,2,2,1,equipdelauniversitat,2,1.0,False,"{""equipdelauniversitat"": 2}"
ca,Catalan,predicate,utcoffset,utcOffset,2,45,1,desplaçamentutc,45,1.0,False,"{""desplaçamentutc"": 45}"
ca,Catalan,predicate,vicechancellor,viceChancellor,2,2,1,vicerector,2,1.0,False,"{""vicerector"": 2}"
ca,Catalan,predicate,voice,voice,2,6,1,veu,6,1.0,False,"{""veu"": 6}"
ca,Catalan,predicate,wasgiventhetechnicalcampusstatusby,wasGivenTheTechnicalCampusStatusBy,2,44,1,varebrel'estatutdecampustècnicper,44,1.0,False,"{""varebrel'estatutdecampustècnicper"": 44}"
ca,Catalan,predicate,website,website,2,2,1,llocweb,2,1.0,False,"{""llocweb"": 2}"
ca,Catalan,predicate,weight,weight,2,21,1,pes,21,1.0,False,"{""pes"": 21}"
ca,Catalan,predicate,wheelbase,wheelbase,2,29,1,distànciaentreeixos,29,1.0,False,"{""distànciaentreeixos"": 29}"
ca,Catalan,predicate,width,width,2,2,1,amplada,2,1.0,False,"{""amplada"": 2}"
ca,Catalan,predicate,writer,writer,2,91,1,escriptor,91,1.0,False,"{""escriptor"": 91}"
ca,Catalan,predicate,year,year,2,3,1,any,3,1.0,False,"{""any"": 3}"
ca,Catalan,predicate,yearofconstruction,yearOfConstruction,2,44,1,anydeconstrucció,44,1.0,False,"{""anydeconstrucció"": 44}"
ca,Catalan,predicate,youthclub,youthclub,2,91,1,clubjuvenil,91,1.0,False,"{""clubjuvenil"": 91}"
es,Spanish,entity_or_value,(15788) 1993 sb,(15788)_1993_SB,2,80,1,(15788) 1993 sb,80,1.0,False,"{""(15788) 1993 sb"": 80}"
es,Spanish,entity_or_value,(19255) 1994 vk8,(19255)_1994_VK8,2,66,1,(19255) 1994 vk8,66,1.0,False,"{""(19255) 1994 vk8"": 66}"
es,Spanish,entity_or_value,(29075) 1950 da,(29075)_1950_DA,2,39,1,(29075) 1950 da,39,1.0,False,"{""(29075) 1950 da"": 39}"
es,Spanish,entity_or_value,(410777) 2009 fd,(410777)_2009_FD,2,87,1,(410777) 2009 fd,87,1.0,False,"{""(410777) 2009 fd"": 87}"
es,Spanish,entity_or_value,(66063) 1998 ro1,(66063)_1998_RO1,2,92,1,(66063) 1998 ro1,92,1.0,False,"{""(66063) 1998 ro1"": 92}"
es,Spanish,entity_or_value,(66391) 1999 kw4,(66391)_1999_KW4,2,79,1,(66391) 1999 kw4,79,1.0,False,"{""(66391) 1999 kw4"": 79}"
es,Spanish,entity_or_value,+2,+2,2,3,1,+2,3,1.0,False,"{""+2"": 3}"
es,Spanish,entity_or_value,+8,+8,2,2,1,+8,2,1.0,False,"{""+8"": 2}"
es,Spanish,entity_or_value,-3.3528,-3.3528,2,18,1,-3.3528,18,1.0,False,"{""-3.3528"": 18}"
es,Spanish,entity_or_value,-7,"""-7""",2,9,1,-7,9,1.0,False,"{""-7"": 9}"
es,Spanish,entity_or_value,-71.0 (degreecelsius),-71.0 (degreeCelsius),2,3,1,"-71,0 (grados celsius)",3,1.0,False,"{""-71,0 (grados celsius)"": 3}"
es,Spanish,entity_or_value,-8,"""-8""",2,8,1,-8,8,1.0,False,"{""-8"": 8}"
es,Spanish,entity_or_value,0,0,2,11,1,0,11,1.0,False,"{""0"": 11}"
es,Spanish,entity_or_value,0-374-26131-8,"""0-374-26131-8""",2,10,1,0-374-26131-8,10,1.0,False,"{""0-374-26131-8"": 10}"
es,Spanish,entity_or_value,0-439-17684-0,"""0-439-17684-0""",2,11,1,0-439-17684-0,11,1.0,False,"{""0-439-17684-0"": 11}"
es,Spanish,entity_or_value,0-439-17685-9,"""0-439-17685-9""",2,8,1,0-439-17685-9,8,1.0,False,"{""0-439-17685-9"": 8}"
es,Spanish,entity_or_value,0-439-92550-9,"""0-439-92550-9""",2,10,1,0-439-92550-9,10,1.0,False,"{""0-439-92550-9"": 10}"
es,Spanish,entity_or_value,0-670-03380-4,"""0-670-03380-4""",2,10,1,0-670-03380-4,10,1.0,False,"{""0-670-03380-4"": 10}"
es,Spanish,entity_or_value,0-7156-3648-0,"""0-7156-3648-0""",2,10,1,0-7156-3648-0,10,1.0,False,"{""0-7156-3648-0"": 10}"
es,Spanish,entity_or_value,0-7653-0633-6,"""0-7653-0633-6""",2,6,1,0-7653-0633-6,6,1.0,False,"{""0-7653-0633-6"": 6}"
es,Spanish,entity_or_value,0.0068 (kilometreperseconds),0.0068 (kilometrePerSeconds),2,11,1,"0,0068 (kilómetros por segundo)",11,1.0,False,"{""0,0068 (kilómetros por segundo)"": 11}"
es,Spanish,entity_or_value,0.0112 (kilometreperseconds),0.0112 (kilometrePerSeconds),2,9,1,"0,0112 (kilómetros por segundo)",9,1.0,False,"{""0,0112 (kilómetros por segundo)"": 9}"
es,Spanish,entity_or_value,0.0155 (kilometreperseconds),0.0155 (kilometrePerSeconds),2,9,1,"0,0155 (kilómetros por segundo)",9,1.0,False,"{""0,0155 (kilómetros por segundo)"": 9}"
es,Spanish,entity_or_value,0.02 (kilometreperseconds),0.02 (kilometrePerSeconds),2,6,1,"0,02 (kilómetros por segundo)",6,1.0,False,"{""0,02 (kilómetros por segundo)"": 6}"
es,Spanish,entity_or_value,0.0252 (kilometreperseconds),0.0252 (kilometrePerSeconds),2,3,1,"0,0252 (kilómetros por segundo)",3,1.0,False,"{""0,0252 (kilómetros por segundo)"": 3}"
es,Spanish,entity_or_value,0.0348 (kilometreperseconds),0.0348 (kilometrePerSeconds),2,5,1,"0,0348 (kilómetros por segundo)",5,1.0,False,"{""0,0348 (kilómetros por segundo)"": 5}"
es,Spanish,entity_or_value,0.0455 (kilometreperseconds),0.0455 (kilometrePerSeconds),2,9,1,"0,0455 (kilómetros por segundo)",9,1.0,False,"{""0,0455 (kilómetros por segundo)"": 9}"
es,Spanish,entity_or_value,0.0473 (kilometreperseconds),0.0473 (kilometrePerSeconds),2,8,1,"0,0473 (kilómetros por segundo)",8,1.0,False,"{""0,0473 (kilómetros por segundo)"": 8}"
es,Spanish,entity_or_value,0.0482 (kilometreperseconds),0.0482 (kilometrePerSeconds),2,6,1,"0,0482 (kilómetros por segundo)",6,1.0,False,"{""0,0482 (kilómetros por segundo)"": 6}"
es,Spanish,entity_or_value,0.0925 (kilometreperseconds),0.0925 (kilometrePerSeconds),2,6,1,"0,0925 (kilómetros por segundo)",6,1.0,False,"{""0,0925 (kilómetros por segundo)"": 6}"
es,Spanish,entity_or_value,0.0999 (kilometreperseconds),0.0999 (kilometrePerSeconds),2,7,1,"0,0999 (kilómetros por segundo)",7,1.0,False,"{""0,0999 (kilómetros por segundo)"": 7}"
es,Spanish,entity_or_value,0.21 (kilometreperseconds),0.21 (kilometrePerSeconds),2,11,1,"0,21 (kilómetros por segundo)",11,1.0,False,"{""0,21 (kilómetros por segundo)"": 11}"
es,Spanish,entity_or_value,0.54 (square kilometres),0.54 (square kilometres),2,2,1,"0,54 (kilómetros cuadrados)",2,1.0,False,"{""0,54 (kilómetros cuadrados)"": 2}"
es,Spanish,entity_or_value,0.88 (square kilometres),0.88 (square kilometres),2,2,1,"0,88 (kilómetros cuadrados)",2,1.0,False,"{""0,88 (kilómetros cuadrados)"": 2}"
es,Spanish,entity_or_value,0001-8392,"""0001-8392""",2,8,1,0001-8392,8,1.0,False,"{""0001-8392"": 8}"
es,Spanish,entity_or_value,0002-9327,"""0002-9327""",2,8,1,0002-9327,8,1.0,False,"{""0002-9327"": 8}"
es,Spanish,entity_or_value,0004319,0004319,2,14,1,0004319,14,1.0,False,"{""0004319"": 14}"
es,Spanish,entity_or_value,0025-5858,"""0025-5858""",2,4,1,0025-5858,4,1.0,False,"{""0025-5858"": 4}"
es,Spanish,entity_or_value,0236-5294,"""0236-5294""",2,4,1,0236-5294,4,1.0,False,"{""0236-5294"": 4}"
es,Spanish,entity_or_value,0269-9370,"""0269-9370""",2,6,1,0269-9370,6,1.0,False,"{""0269-9370"": 6}"
es,Spanish,entity_or_value,03/21,"""03/21""",2,3,1,03/21,3,1.0,False,"{""03/21"": 3}"
es,Spanish,entity_or_value,03l/21r,"""03L/21R""",2,8,1,03l/21r,8,1.0,False,"{""03l/21r"": 8}"
es,Spanish,entity_or_value,03r/21l,"""03R/21L""",2,6,1,03r/21l,6,1.0,False,"{""03r/21l"": 6}"
es,Spanish,entity_or_value,04/22 'oostbaan,"""04/22 'Oostbaan'""",2,2,1,04/22 'oostbaan,2,1.0,False,"{""04/22 'oostbaan"": 2}"
es,Spanish,entity_or_value,0567-7920,"""0567-7920""",2,7,1,0567-7920,7,1.0,False,"{""0567-7920"": 7}"
es,Spanish,entity_or_value,05l/23r,"""05L/23R""",2,5,1,05l/23r,5,1.0,False,"{""05l/23r"": 5}"
es,Spanish,entity_or_value,06/24 'kaagbaan,"""06/24 'Kaagbaan'""",2,2,1,06/24 'kaagbaan,2,1.0,False,"{""06/24 'kaagbaan"": 2}"
es,Spanish,entity_or_value,07/25,"""07/25""",2,5,1,07/25,5,1.0,False,"{""07/25"": 5}"
es,Spanish,entity_or_value,08/26,"""08/26""",2,23,1,08/26,23,1.0,False,"{""08/26"": 23}"
es,Spanish,entity_or_value,0965-2140,"""0965-2140""",2,6,1,0965-2140,6,1.0,False,"{""0965-2140"": 6}"
es,Spanish,entity_or_value,09l/27r,"""09L/27R""",2,7,1,09l/27r,7,1.0,False,"{""09l/27r"": 7}"
es,Spanish,entity_or_value,09r/27l,"""09R/27L""",2,4,1,09r/27l,4,1.0,False,"{""09r/27l"": 4}"
es,Spanish,entity_or_value,1,1,2,9,1,1,9,1.0,False,"{""1"": 9}"
es,Spanish,entity_or_value,1 decembrie 1918 university,1_Decembrie_1918_University,2,102,1,1 de diciembre de 1918 universidad,102,1.0,False,"{""1 de diciembre de 1918 universidad"": 102}"
es,Spanish,entity_or_value,1-4-2 nakadori,"""1-4-2 Nakadori""",2,3,1,1-4-2 nakadori,3,1.0,False,"{""1-4-2 nakadori"": 3}"
es,Spanish,entity_or_value,1-4165-2060-0,"""1-4165-2060-0""",2,16,1,1-4165-2060-0,16,1.0,False,"{""1-4165-2060-0"": 16}"
es,Spanish,entity_or_value,1-56947-301-3,"""1-56947-301-3""",2,7,1,1-56947-301-3,7,1.0,False,"{""1-56947-301-3"": 7}"
es,Spanish,entity_or_value,1. fc köln,1._FC_Köln,2,34,1,f. c. colonia,34,1.0,False,"{""f. c. colonia"": 34}"
es,Spanish,entity_or_value,1. fc lokomotive leipzig,1._FC_Lokomotive_Leipzig,2,11,1,lokomotive leipzig,11,1.0,False,"{""lokomotive leipzig"": 11}"
es,Spanish,entity_or_value,1. fc magdeburg,1._FC_Magdeburg,2,40,1,1. fc magdeburg,40,1.0,False,"{""1. fc magdeburg"": 40}"
es,Spanish,entity_or_value,1. fc union berlin,1._FC_Union_Berlin,2,8,1,f. c. unión berlín,8,1.0,False,"{""f. c. unión berlín"": 8}"
es,Spanish,entity_or_value,1.0 (square kilometres),1.0 (square kilometres),2,2,1,"1,0 (kilómetros cuadrados)",2,1.0,False,"{""1,0 (kilómetros cuadrados)"": 2}"
es,Spanish,entity_or_value,1.1 (kilograms),1.1 (kilograms),2,5,1,"1,1 (kilogramos)",5,1.0,False,"{""1,1 (kilogramos)"": 5}"
es,Spanish,entity_or_value,1.2 (litres),1.2 (litres),2,14,1,"1,2 (litros)",14,1.0,False,"{""1,2 (litros)"": 14}"
es,Spanish,entity_or_value,1.3,1.3,2,2,1,1.3,2,1.0,False,"{""1.3"": 2}"
es,Spanish,entity_or_value,1.337,"""1.337""",2,2,1,1.337,2,1.0,False,"{""1.337"": 2}"
es,Spanish,entity_or_value,1.524,"""1.524""",2,3,1,1.524,3,1.0,False,"{""1.524"": 3}"
es,Spanish,entity_or_value,1.524 (metres),1.524 (metres),2,12,1,"1,524 (metros)",12,1.0,False,"{""1,524 (metros)"": 12}"
es,Spanish,entity_or_value,1.55,1.55,2,2,1,1.55,2,1.0,False,"{""1.55"": 2}"
es,Spanish,entity_or_value,1.7 (square kilometres),1.7 (square kilometres),2,2,1,"1,7 (kilómetros cuadrados)",2,1.0,False,"{""1,7 (kilómetros cuadrados)"": 2}"
es,Spanish,entity_or_value,1.8 g,1.8 g,2,9,1,1.8 g,9,1.0,False,"{""1.8 g"": 9}"
es,Spanish,entity_or_value,1.905,1.905,2,8,1,1.905,8,1.0,False,"{""1.905"": 8}"
es,Spanish,entity_or_value,1.9304,1.9304,2,4,1,1.9304,4,1.0,False,"{""1.9304"": 4}"
es,Spanish,entity_or_value,1.9558,1.9558,2,7,1,1.9558,7,1.0,False,"{""1.9558"": 7}"
es,Spanish,entity_or_value,1/19,"""1/19""",2,3,1,1/19,3,1.0,False,"{""1/19"": 3}"
es,Spanish,entity_or_value,10 hygiea,10_Hygiea,2,97,1,(10) hygiea,97,1.0,False,"{""(10) hygiea"": 97}"
es,Spanish,entity_or_value,100,100,2,32,1,100,32,1.0,False,"{""100"": 32}"
es,Spanish,entity_or_value,1000 piazzia,1000_Piazzia,2,52,1,1000 piazzia,52,1.0,False,"{""1000 piazzia"": 52}"
es,Spanish,entity_or_value,10000,10000,2,15,1,10000,15,1.0,False,"{""10000"": 15}"
es,Spanish,entity_or_value,1001 gaussia,1001_Gaussia,2,70,1,(1001) gaussia,70,1.0,False,"{""(1001) gaussia"": 70}"
es,Spanish,entity_or_value,"100305.0""(minutes)","""100305.0""(minutes)",2,20,1,100305.0 (minutos),20,1.0,False,"{""100305.0 (minutos)"": 20}"
es,Spanish,entity_or_value,101 helena,101_Helena,2,98,1,101 helena,98,1.0,False,"{""101 helena"": 98}"
es,Spanish,entity_or_value,101 ukrop way,"""101 Ukrop Way""",2,40,1,101 ukrop way,40,1.0,False,"{""101 ukrop way"": 40}"
es,Spanish,entity_or_value,102372,102372,2,5,1,102372,5,1.0,False,"{""102372"": 5}"
es,Spanish,entity_or_value,10252,10252,2,21,1,10252,21,1.0,False,"{""10252"": 21}"
es,Spanish,entity_or_value,10264000000,10264000000,2,25,1,10264000000,25,1.0,False,"{""10264000000"": 25}"
es,Spanish,entity_or_value,103 colmore row,103_Colmore_Row,2,102,1,103 colmore row,102,1.0,False,"{""103 colmore row"": 102}"
es,Spanish,entity_or_value,103 hera,103_Hera,2,89,1,(103) hera,89,1.0,False,"{""(103) hera"": 89}"
es,Spanish,entity_or_value,1036 ganymed,1036_Ganymed,2,61,1,(1036) ganymed,61,1.0,False,"{""(1036) ganymed"": 61}"
es,Spanish,entity_or_value,1046-8188,"""1046-8188""",2,6,1,1046-8188,6,1.0,False,"{""1046-8188"": 6}"
es,Spanish,entity_or_value,106000,106000,2,2,1,106000,2,1.0,False,"{""106000"": 2}"
es,Spanish,entity_or_value,107 camilla,107_Camilla,2,116,1,(107) camilla,116,1.0,False,"{""(107) camilla"": 116}"
es,Spanish,entity_or_value,107.43 (square kilometres),107.43 (square kilometres),2,12,1,"107,43 (kilómetros cuadrados)",12,1.0,False,"{""107,43 (kilómetros cuadrados)"": 12}"
es,Spanish,entity_or_value,108 st georges terrace,108_St_Georges_Terrace,2,34,1,108 st georges terrace,34,1.0,False,"{""108 st georges terrace"": 34}"
es,Spanish,entity_or_value,1080,1080,2,2,1,1080,2,1.0,False,"{""1080"": 2}"
es,Spanish,entity_or_value,1080-6377,"""1080-6377""",2,8,1,1080-6377,8,1.0,False,"{""1080-6377"": 8}"
es,Spanish,entity_or_value,108600000,108600000,2,21,1,108600000,21,1.0,False,"{""108600000"": 21}"
es,Spanish,entity_or_value,1089 tama,1089_Tama,2,109,1,1089 tama,109,1.0,False,"{""1089 tama"": 109}"
es,Spanish,entity_or_value,109 felicitas,109_Felicitas,2,76,1,(109) felicitas,76,1.0,False,"{""(109) felicitas"": 76}"
es,Spanish,entity_or_value,1095.0,1095.0,2,23,1,1095.0,23,1.0,False,"{""1095.0"": 23}"
es,Spanish,entity_or_value,1097 vicia,1097_Vicia,2,85,1,(1097) vicia,85,1.0,False,"{""(1097) vicia"": 85}"
es,Spanish,entity_or_value,1099 figneria,1099_Figneria,2,93,1,(1099) figneria,93,1.0,False,"{""(1099) figneria"": 93}"
es,Spanish,entity_or_value,1099.0,1099.0,2,7,1,1099.0,7,1.0,False,"{""1099.0"": 7}"
es,Spanish,entity_or_value,10l/28r,"""10L/28R""",2,13,1,10l/28r,13,1.0,False,"{""10l/28r"": 13}"
es,Spanish,entity_or_value,10r/28l,"""10R/28L""",2,12,1,10r/28l,12,1.0,False,"{""10r/28l"": 12}"
es,Spanish,entity_or_value,11 diagonal street,11_Diagonal_Street,2,63,1,calle diagonal 11,63,1.0,False,"{""calle diagonal 11"": 63}"
es,Spanish,entity_or_value,11.35,11.35,2,2,1,11.35,2,1.0,False,"{""11.35"": 2}"
es,Spanish,entity_or_value,11.5,11.5,2,20,1,11.5,20,1.0,False,"{""11.5"": 20}"
es,Spanish,entity_or_value,11/29,"""11/29""",2,12,1,11/29,12,1.0,False,"{""11/29"": 12}"
es,Spanish,entity_or_value,110 lydia,110_Lydia,2,83,1,(110) lydia,83,1.0,False,"{""(110) lydia"": 83}"
es,Spanish,entity_or_value,110 million (dollars),"""110 million (dollars)""",2,6,1,110 millones (dólares),6,1.0,False,"{""110 millones (dólares)"": 6}"
es,Spanish,entity_or_value,1101 clematis,1101_Clematis,2,76,1,1101 clematis,76,1.0,False,"{""1101 clematis"": 76}"
