variant_id,base_pair_key,record_key,language,language_label,qa_track,corruption_type,severity,declared_size,source_lid,variant_lid,source_triples,clean_target_triples,variant_target_triples,source_text,clean_target_text,variant_target_text,xml_duplicate_target_lex,xml_path,split,triple_bucket,category,eid,is_benign,consistency_group_id,perturbation_pair_id,removed_token_fraction,alternative_reference_lid,alternative_source_text,qa21_instance_key,text_similarity,triple_similarity,predicate_similarity,structured_predicate_review_flag,predicate_pair_count,predicate_alignment_valid,source_target_literal_preservation,source_literal_count,target_triple_count,minimum_triple_coverage,minimum_text_groundedness,textual_unit_count,target_text_literal_retention,target_literal_count,english_literal_eligible,target_literal_full_success,coverage_threshold,groundedness_threshold,coverage_margin,groundedness_margin,english_calibrated_coverage_pass,english_calibrated_groundedness_pass,english_triple_count,english_minimum_triple_coverage,english_minimum_text_groundedness,manual_target_triples_correct,manual_text_adequacy_1_5,manual_all_facts_expressed,manual_unsupported_addition,manual_entities_values_correct,manual_notes
original__ca__bee15756e9a6,dev/5triples/Artist.xml::Id29::Id3,dev/5triples/Artist.xml::Id29,ca,Catalan,CLEAN,clean,clean,5,Id3,Id3,"['Uruguay | leader | Raúl_Fernando_Sendic_Rodríguez', 'Alfredo_Zitarrosa | deathPlace | Montevideo', 'Montevideo | country | Uruguay', 'Montevideo | leader | Daniel_Martínez_(politician)', 'Uruguay | language | Spanish_language']","['Uruguai | Líder | Raúl_Fernando_Sendic', 'Alfredo_Zitarrosa | LlocDeLaMort | Montevideo', 'Montevideo | País | Uruguai', 'Montevideo | Líder | Daniel_Martínez_(polític)', 'Uruguai | Llengua | Llengua_espanyola']","['Uruguai | Líder | Raúl_Fernando_Sendic', 'Alfredo_Zitarrosa | LlocDeLaMort | Montevideo', 'Montevideo | País | Uruguai', 'Montevideo | Líder | Daniel_Martínez_(polític)', 'Uruguai | Llengua | Llengua_espanyola']","Raúl Fernando Sendic Rodríguez is the leader of Spanish speaking, Uruguay. Daniel Martinez is the leader of Montevideo, the final resting place of Alfredo Zitarrosa.","Raúl Fernando Sendic Rodríguez és el líder de l'Uruguay parlant castellà. Daniel Martínez és el líder de Montevideo, el lloc de descans final d'Alfredo Zitarrosa.","Raúl Fernando Sendic Rodríguez és el líder de l'Uruguay parlant castellà. Daniel Martínez és el líder de Montevideo, el lloc de descans final d'Alfredo Zitarrosa.",False,dev/5triples/Artist.xml,dev,5triples,Artist,Id29,False,,,,,,original__ca__bee15756e9a6,0.9723129272460938,0.9555490612983704,0.8683408021926879,0.0,5,True,,0,5,0.548897922039032,0.6851235628128052,2,,0,False,False,0.25082006603479384,0.3705099388957024,0.29807785600423814,0.3146136239171028,True,True,5,0.559157133102417,0.6736506819725037,,,,,,
original__ca__9245bc5ebe8e,train/5triples/Artist.xml::Id132::Id3,train/5triples/Artist.xml::Id132,ca,Catalan,CLEAN,clean,clean,5,Id3,Id3,"[""Alison_O'Donnell | genre | Jazz"", 'Jazz | stylisticOrigin | Blues', 'Jazz | derivative | Funk', 'Jazz | musicFusionGenre | Afrobeat', ""Alison_O'Donnell | instrument | Autoharp""]","[""Alison_O'Donnell | Gènere | jazz"", 'jazz | OrigenEstilístic | blues', 'jazz | Derivada | Funk', 'jazz | MúsicaGenreFusion | afrobeat', ""Alison_O'Donnell | Instrument | cítara_d'acords""]","[""Alison_O'Donnell | Gènere | jazz"", 'jazz | OrigenEstilístic | blues', 'jazz | Derivada | Funk', 'jazz | MúsicaGenreFusion | afrobeat', ""Alison_O'Donnell | Instrument | cítara_d'acords""]",Jazz music originates from the Blues and is the basis for Afrobeat fusion and funk. Jazz musician Alison O'Donnell plays the autoharp.,La música jazz té el seu origen en el blues i és la base de la fusió de l'afrobeat i el funk. La músic de jazz Alison O'Donnell toca l'autoarpa.,La música jazz té el seu origen en el blues i és la base de la fusió de l'afrobeat i el funk. La músic de jazz Alison O'Donnell toca l'autoarpa.,False,train/5triples/Artist.xml,train,5triples,Artist,Id132,False,,,,,,original__ca__9245bc5ebe8e,0.9040555953979492,0.9554175734519958,0.8241248369216919,0.0,5,True,,0,5,0.31157028675079346,0.6579616665840149,2,,0,False,False,0.25082006603479384,0.3705099388957024,0.060750220715999614,0.2874517276883125,True,True,5,0.35336899757385254,0.6608848571777344,,,,,,
original__ca__9e4bfac018cd,train/4triples/City.xml::Id183::Id1,train/4triples/City.xml::Id183,ca,Catalan,CLEAN,clean,clean,4,Id1,Id1,"['United_States | demonym | Americans', 'Angola,_Indiana | isPartOf | Pleasant_Township,_Steuben_County,_Indiana', 'Angola,_Indiana | country | United_States', 'United_States | ethnicGroup | Asian_Americans']","[""Estats_Units_d'Amèrica | Demònim | estatunidenc"", 'Angola,_Indiana | ÉsPartDe | Pleasant_Township,_comtat_de_Steuben,_Indiana', ""Angola,_Indiana | País | Estats_Units_d'Amèrica"", ""Estats_Units_d'Amèrica | GrupÈtnic | estatunidencs_asiàtics""]","[""Estats_Units_d'Amèrica | Demònim | estatunidenc"", 'Angola,_Indiana | ÉsPartDe | Pleasant_Township,_comtat_de_Steuben,_Indiana', ""Angola,_Indiana | País | Estats_Units_d'Amèrica"", ""Estats_Units_d'Amèrica | GrupÈtnic | estatunidencs_asiàtics""]","People who live in the US are called Americans and these include the ethnic group of Asian Americans. The United States is where you will find Angola, part of Pleasant Township in Steuben County, Indiana.","Les persones que viuen als Estats Units s'anomenen americans i aquests inclouen el grup ètnic dels asiàtics americans. Als Estats Units és on trobareu Angola, part de Pleasant Township al comtat de Steuben, Indiana.","Les persones que viuen als Estats Units s'anomenen americans i aquests inclouen el grup ètnic dels asiàtics americans. Als Estats Units és on trobareu Angola, part de Pleasant Township al comtat de Steuben, Indiana.",False,train/4triples/City.xml,train,4triples,City,Id183,False,,,,,,original__ca__9e4bfac018cd,0.9748936891555786,0.916452944278717,0.7581522464752197,0.0,4,True,,0,4,0.5044307708740234,0.7918800115585327,2,,0,False,False,0.28582777082920074,0.3673718720674515,0.2186030000448227,0.42450813949108124,True,True,4,0.4826194941997528,0.7823455333709717,,,,,,
original__ca__cd17948ce08d,train/2triples/CelestialBody.xml::Id31::Id1,train/2triples/CelestialBody.xml::Id31,ca,Catalan,CLEAN,clean,clean,2,Id1,Id1,"['(66391)_1999_KW4 | epoch | 2004-07-14', '(66391)_1999_KW4 | apoapsis | 162164091.8388 (kilometres)']","['(66391)_1999_KW4 | Època | 2004-07-14', '(66391)_1999_KW4 | Apoapsis | 162164091.8388_(kilòmetres)']","['(66391)_1999_KW4 | Època | 2004-07-14', '(66391)_1999_KW4 | Apoapsis | 162164091.8388_(kilòmetres)']","The celestial body, (66391) 1999 KW4, has an apoapsis of 162164091.8388 km and its epoch date is 14 July 2004.","El cos celeste, (66391) 1999 KW4, té una apoapsis de 162164091.8388 km i la seva data d'època és el 14 de juliol de 2004.","El cos celeste, (66391) 1999 KW4, té una apoapsis de 162164091.8388 km i la seva data d'època és el 14 de juliol de 2004.",False,train/2triples/CelestialBody.xml,train,2triples,CelestialBody,Id31,False,,,,,,original__ca__cd17948ce08d,0.9709750413894653,0.9536668658256531,0.84011110663414,0.0,2,True,1.0,6,2,0.4766930937767029,0.5980623960494995,1,1.0,6,True,True,0.4160341203212738,0.4842067241668701,0.06065897345542909,0.1138556718826294,True,True,2,0.5815081000328064,0.610161542892456,,,,,,
original__ca__ac6fb34eb83e,train/3triples/Airport.xml::Id168::Id3,train/3triples/Airport.xml::Id168,ca,Catalan,CLEAN,clean,clean,3,Id3,Id3,"['Iraq | language | Kurdish_languages', 'Al-Taqaddum_Air_Base | cityServed | Fallujah', 'Fallujah | country | Iraq']","['Iraq | Llengua | Llengües_kurdes', 'Base_Aèria_Al-Taqaddum | CiutatServida | Falluja', 'Falluja | País | Iraq']","['Iraq | Llengua | Llengües_kurdes', 'Base_Aèria_Al-Taqaddum | CiutatServida | Falluja', 'Falluja | País | Iraq']","The Al Taqaddum Air Base serves the city of Fallujah in Iraq, a country where the Kurdish languages are spoken.","La base aèria Al Taqaddum serveix a la ciutat de Fallujah a l'Iraq, un país on es parlen les llengües kurdes.","La base aèria Al Taqaddum serveix a la ciutat de Fallujah a l'Iraq, un país on es parlen les llengües kurdes.",False,train/3triples/Airport.xml,train,3triples,Airport,Id168,False,,,,,,original__ca__ac6fb34eb83e,0.9833573698997498,0.9449134469032288,0.9239724079767863,0.0,3,True,,0,3,0.4599938988685608,0.5470503568649292,1,,0,False,False,0.33754532784223557,0.4270522966980934,0.12244857102632523,0.11999806016683578,True,True,3,0.5530637502670288,0.6122235059738159,,,,,,
original__ca__ecf4b2ce1fe8,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1626::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1626,ca,Catalan,CLEAN,clean,clean,2,Id2,Id2,"['Nurhan_Atasoy | birthPlace | Turkey', 'Turkey | governmentType | Unitary_state']","['Nurhan_Atasoy | LlocDeNaixement | Turquia', 'Turquia | TipusDeGovern | estat_unitari']","['Nurhan_Atasoy | LlocDeNaixement | Turquia', 'Turquia | TipusDeGovern | estat_unitari']",Nurhan Atasoy was born in the unitary state of Turkey.,Nurhan Atasoy va néixer a l'estat unitari de Turquia.,Nurhan Atasoy va néixer a l'estat unitari de Turquia.,False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Scientist,Id1626,False,,,,,,original__ca__ecf4b2ce1fe8,0.9359678030014038,0.868416428565979,0.6476053893566132,0.0,2,True,,0,2,0.4188850224018097,0.6161575317382812,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.0028509020805358998,0.13195080757141114,True,True,2,0.4862537384033203,0.6256459951400757,,,,,,
original__ca__eb7f698523e6,train/1triples/CelestialBody_allSolutions.xml::Id140::Id1,train/1triples/CelestialBody_allSolutions.xml::Id140,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,['1101_Clematis | orbitalPeriod | 183309000.0'],['(1101)_Clematis | PeríodeOrbital | 183309000.0'],['(1101)_Clematis | PeríodeOrbital | 183309000.0'],1101 Clematis has an orbital period of 183309000.0.,1101 Clematis té un període orbital de 183309000.0.,1101 Clematis té un període orbital de 183309000.0.,False,train/1triples/CelestialBody_allSolutions.xml,train,1triples,CelestialBody,Id140,False,,,,,,original__ca__eb7f698523e6,0.9946291446685791,0.8685560822486877,0.8548437356948853,0.0,1,True,1.0,2,1,0.7337933778762817,0.7337933778762817,1,1.0,2,True,True,0.5896280944347382,0.5231981992721558,0.14416528344154356,0.2105951786041259,True,True,1,0.7983778715133667,0.7983778715133667,,,,,,
original__ca__d9a43eb2edb2,dev/1triples/SportsTeam_allSolutions.xml::Id16::Id1,dev/1triples/SportsTeam_allSolutions.xml::Id16,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,"['AZAL_PFK | location | ""Shuvalan, Baku, Azerbaijan""']","['AZAL_PFK | Ubicació | Shuvalan,_Baku,_Azerbaidjan']","['AZAL_PFK | Ubicació | Shuvalan,_Baku,_Azerbaidjan']","AZAL PFK is located at Shuvalan, Baku, Azerbaijan.","AZAL PFK es troba a Shuvalan, Bakú, Azerbaidjan.","AZAL PFK es troba a Shuvalan, Bakú, Azerbaidjan.",False,dev/1triples/SportsTeam_allSolutions.xml,dev,1triples,SportsTeam,Id16,False,,,,,,original__ca__d9a43eb2edb2,0.9824281334877014,0.9554134607315063,0.9576176404953003,0.0,1,True,,0,1,0.7273840308189392,0.7273841500282288,1,,0,False,False,0.5896280944347382,0.5231981992721558,0.13775593638420103,0.20418595075607293,True,True,1,0.7771596312522888,0.777159571647644,,,,,,
original__ca__0f612940a9bc,train/3triples/City.xml::Id99::Id2,train/3triples/City.xml::Id99,ca,Catalan,CLEAN,clean,clean,3,Id2,Id2,"['Ann_Arbor,_Michigan | leaderTitle | Mayor', 'Ann_Arbor,_Michigan | populationDensity | 1580.7 (inhabitants per square kilometre)', 'Ann_Arbor,_Michigan | areaTotal | 74.33 (square kilometres)']","['Ann_Arbor,_Michigan | LíderTítol | alcalde', 'Ann_Arbor,_Michigan | DensitatDePoblació | 1580.7_(habitants_per_quilòmetre_quadrat)', ""Ann_Arbor,_Michigan | TotalDeL'Àrea | 74,33_(kilòmetres_quadrats)""]","['Ann_Arbor,_Michigan | LíderTítol | alcalde', 'Ann_Arbor,_Michigan | DensitatDePoblació | 1580.7_(habitants_per_quilòmetre_quadrat)', ""Ann_Arbor,_Michigan | TotalDeL'Àrea | 74,33_(kilòmetres_quadrats)""]","The city of Ann Arbor, Michigan, where the leader has the title of Mayor, has a population density of 1580.7 people for each of its 74.33 square kilometres.","La ciutat d'Ann Arbor, Michigan, on el líder té el títol d'alcalde, té una densitat de població de 1580,7 persones per cada un dels seus 74,33 quilòmetres quadrats.","La ciutat d'Ann Arbor, Michigan, on el líder té el títol d'alcalde, té una densitat de població de 1580,7 persones per cada un dels seus 74,33 quilòmetres quadrats.",False,train/3triples/City.xml,train,3triples,City,Id99,False,,,,,,original__ca__0f612940a9bc,0.9290204644203186,0.9499973654747009,0.6249875028928121,0.0,3,True,1.0,2,3,0.5976060628890991,0.688745379447937,1,1.0,2,True,True,0.33754532784223557,0.4270522966980934,0.26006073504686356,0.2616930827498436,True,True,3,0.610611081123352,0.7934941053390503,,,,,,
original__ca__ab9f10b08cd7,train/4triples/SportsTeam.xml::Id107::Id1,train/4triples/SportsTeam.xml::Id107,ca,Catalan,CLEAN,clean,clean,4,Id1,Id1,"['Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C', 'Campeonato_Brasileiro_Série_C | country | Brazil', 'Agremiação_Sportiva_Arapiraquense | numberOfMembers | 17000', 'Campeonato_Brasileiro_Série_C | champions | Vila_Nova_Futebol_Clube']","['AS_Arapiraquense | Lliga | Campionat_Brasiler_Sèrie_C', 'Campionat_Brasiler_Sèrie_C | País | Brasil', 'AS_Arapiraquense | NombreDeMembres | 17000', 'Campionat_Brasiler_Sèrie_C | Campions | Vila_Nova_FC']","['AS_Arapiraquense | Lliga | Campionat_Brasiler_Sèrie_C', 'Campionat_Brasiler_Sèrie_C | País | Brasil', 'AS_Arapiraquense | NombreDeMembres | 17000', 'Campionat_Brasiler_Sèrie_C | Campions | Vila_Nova_FC']",The ground of Agremiação Sportiva Arapiraquense has a capacity of 17000 and is located in Brazil. They play in the Campeonato Brasileiro Série C league which was won by Vila Nova Futebol Clube.,"El camp de l'Agremiação Sportiva Arapiraquense té capacitat per a 17.000 persones i es troba al Brasil. Juga al Campionat Brasileiro Série C, que va guanyar el Vila Nova Futebol Clube.","El camp de l'Agremiação Sportiva Arapiraquense té capacitat per a 17.000 persones i es troba al Brasil. Juga al Campionat Brasileiro Série C, que va guanyar el Vila Nova Futebol Clube.",False,train/4triples/SportsTeam.xml,train,4triples,SportsTeam,Id107,False,,,,,,original__ca__ab9f10b08cd7,0.9282246828079224,0.9007891416549683,0.8268810361623764,0.0,4,True,1.0,1,4,0.3452773690223694,0.4819503128528595,2,1.0,1,True,True,0.28582777082920074,0.3673718720674515,0.05944959819316864,0.11457844078540802,True,True,4,0.4966934621334076,0.5530209541320801,,,,,,
original__ca__7d845403c761,train/1triples/Politician_allSolutions.xml::Id97::Id1,train/1triples/Politician_allSolutions.xml::Id97,ca,Catalan,CLEAN,clean,clean,1,Id1,Id1,['Adam_Koc | award | Virtuti_Militari'],['Adam_Koc | Premi | Orde_Virtuti_Militari'],['Adam_Koc | Premi | Orde_Virtuti_Militari'],Adam Koc was awarded the Virtuti Militari.,Adam Koc va ser guardonat amb la Virtuti Militari.,Adam Koc va ser guardonat amb la Virtuti Militari.,False,train/1triples/Politician_allSolutions.xml,train,1triples,Politician,Id97,False,,,,,,original__ca__7d845403c761,0.8497607707977295,0.9292240142822266,0.8236547112464905,0.0,1,True,,0,1,0.6919721364974976,0.6919721364974976,1,,0,False,False,0.5896280944347382,0.5231981992721558,0.10234404206275938,0.16877393722534173,True,True,1,0.7656757831573486,0.7656756639480591,,,,,,
original__ca__24635a7095bb,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1337::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1337,ca,Catalan,CLEAN,clean,clean,4,Id2,Id2,"['Adolfo_Suárez_Madrid–Barajas_Airport | operatingOrganisation | ENAIRE', 'ENAIRE | city | Madrid', 'Adolfo_Suárez_Madrid–Barajas_Airport | runwayLength | 3500.0', 'Adolfo_Suárez_Madrid–Barajas_Airport | elevationAboveTheSeaLevel | 610.0']","['Aeroport_Adolfo_Suárez_de_Madrid-Barajas | OrganitzacióOperativa | ENAIRE', 'ENAIRE | Ciutat | Madrid', 'Aeroport_Adolfo_Suárez_de_Madrid-Barajas | LongitudDeLaPista | 3500.0', 'Aeroport_Adolfo_Suárez_de_Madrid-Barajas | ElevacióPerSobreDelNivellDelMar | 610.0']","['Aeroport_Adolfo_Suárez_de_Madrid-Barajas | OrganitzacióOperativa | ENAIRE', 'ENAIRE | Ciutat | Madrid', 'Aeroport_Adolfo_Suárez_de_Madrid-Barajas | LongitudDeLaPista | 3500.0', 'Aeroport_Adolfo_Suárez_de_Madrid-Barajas | ElevacióPerSobreDelNivellDelMar | 610.0']","The Adolfo Suárez Madrid–Barajas Airport in Madrid operated by ENAIRE has a runway length of 3,500. It has an elevation of 610.0 metres above sea level.","L'aeroport d'Adolfo Suárez Madrid-Barajas a Madrid, operat per ENAIRE, té una pista de 3.500 metres de llarg. Té una elevació de 610,0 metres sobre el nivell del mar.","L'aeroport d'Adolfo Suárez Madrid-Barajas a Madrid, operat per ENAIRE, té una pista de 3.500 metres de llarg. Té una elevació de 610,0 metres sobre el nivell del mar.",False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Airport,Id1337,False,,,,,,original__ca__24635a7095bb,0.9566085934638977,0.9645748734474182,0.7127716392278671,0.0,4,True,1.0,2,4,0.3572515845298767,0.18479987978935242,2,1.0,2,True,True,0.28582777082920074,0.3673718720674515,0.07142381370067596,-0.18257199227809906,True,False,4,0.39301204681396484,0.25831615924835205,,,,,,
original__ca__74e6fd2e8241,train/3triples/Athlete.xml::Id98::Id1,train/3triples/Athlete.xml::Id98,ca,Catalan,CLEAN,clean,clean,3,Id1,Id1,"['Alaa_Abdul-Zahra | club | Al-Khor_Sports_Club', 'Al_Kharaitiyat_SC | ground | Al_Khor', 'Alaa_Abdul-Zahra | club | Al_Kharaitiyat_SC']","['Alaa_Abdul-Zahra | Trèvols | Al-Khor_SC', 'Al_Kharaitiyat_SC | Terra | Al_Khor_(municipi)', 'Alaa_Abdul-Zahra | Trèvols | Al_Kharaitiyat_SC']","['Alaa_Abdul-Zahra | Trèvols | Al-Khor_SC', 'Al_Kharaitiyat_SC | Terra | Al_Khor_(municipi)', 'Alaa_Abdul-Zahra | Trèvols | Al_Kharaitiyat_SC']","Alaa Abdul Zahra, who plays for Al-Khor Sports Club, also plays for AL Kharaitiyat SC, the home ground of which, is Al Khor.","Alaa Abdul Zahra, que juga per l'Al-Khor Sports Club, també juga per l'AL Kharaitiyat SC, el camp del qual és Al Khor.","Alaa Abdul Zahra, que juga per l'Al-Khor Sports Club, també juga per l'AL Kharaitiyat SC, el camp del qual és Al Khor.",False,train/3triples/Athlete.xml,train,3triples,Athlete,Id98,False,,,,,,original__ca__74e6fd2e8241,0.9864850044250488,0.8333371877670288,0.5770476261774699,0.0,3,True,,0,3,0.44185870885849,0.585185706615448,1,,0,False,False,0.33754532784223557,0.4270522966980934,0.10431338101625443,0.15813340991735458,True,True,3,0.5052400827407837,0.6103178262710571,,,,,,
original__ca__ee23e3bf1b57,train/1triples/MeanOfTransportation_allSolutions.xml::Id29::Id2,train/1triples/MeanOfTransportation_allSolutions.xml::Id29,ca,Catalan,CLEAN,clean,clean,1,Id2,Id2,['AIDAluna | builder | Meyer_Werft'],['AIDAluna | Constructor | Meyer_Werft'],['AIDAluna | Constructor | Meyer_Werft'],The ship AIDAluna was built by Meyer Werft.,El vaixell AIDAluna va ser construït per Meyer Werft.,El vaixell AIDAluna va ser construït per Meyer Werft.,False,train/1triples/MeanOfTransportation_allSolutions.xml,train,1triples,MeanOfTransportation,Id29,False,,,,,,original__ca__ee23e3bf1b57,0.990821123123169,0.9234029650688171,0.54767906665802,0.0,1,True,,0,1,0.42103108763694763,0.42103108763694763,1,,0,False,False,0.5896280944347382,0.5231981992721558,-0.16859700679779055,-0.1021671116352082,False,False,1,0.502483606338501,0.502483606338501,,,,,,
original__ca__43ebed92f4df,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id371::Id3,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id371,ca,Catalan,CLEAN,clean,clean,3,Id3,Id3,"['Alan_B._Miller_Hall | address | ""101 Ukrop Way""', 'Alan_B._Miller_Hall | currentTenants | Mason_School_of_Business', 'Alan_B._Miller_Hall | location | Virginia']","['Alan_B._Miller_Hall | Adreça | 101_Ukrop_Way', 'Alan_B._Miller_Hall | LlogatersActuals | Escola_Mason_de_Negocis', 'Alan_B._Miller_Hall | Ubicació | Virgínia']","['Alan_B._Miller_Hall | Adreça | 101_Ukrop_Way', 'Alan_B._Miller_Hall | LlogatersActuals | Escola_Mason_de_Negocis', 'Alan_B._Miller_Hall | Ubicació | Virgínia']",Alan B. Miller Hall is on 101 Ukrop way (In Virginia) and its current tenants are The Mason School of Business.,Alan B. Miller Hall es troba al 101 Ukrop Way (a Virgínia) i els seus actuals llogaters són The Mason School of Business.,Alan B. Miller Hall es troba al 101 Ukrop Way (a Virgínia) i els seus actuals llogaters són The Mason School of Business.,False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,Building,Id371,False,,,,,,original__ca__43ebed92f4df,0.964059591293335,0.9661892652511597,0.7834022243817648,0.0,3,True,1.0,1,3,0.6482343673706055,0.628684401512146,2,1.0,1,True,True,0.33754532784223557,0.4270522966980934,0.3106890395283699,0.20163210481405258,True,True,3,0.6204352378845215,0.5938886404037476,,,,,,
original__ca__e977c85d5e66,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id317::Id2,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id317,ca,Catalan,CLEAN,clean,clean,1,Id2,Id2,['Mermaid_(Train_song) | recordLabel | Sony_Music_Entertainment'],['Sirena_(cançó_de_tren) | EtiquetaDelRegistre | Sony_Music_Entertainment_(anglès)'],['Sirena_(cançó_de_tren) | EtiquetaDelRegistre | Sony_Music_Entertainment_(anglès)'],The Train song Mermaid had been released under the record label Sony Music Entertainment.,La cançó Train Mermaid havia estat llançada sota el segell discogràfic Sony Music Entertainment.,La cançó Train Mermaid havia estat llançada sota el segell discogràfic Sony Music Entertainment.,False,test/rdf-to-text-generation-test-data-with-refs-en.xml,test,rdf-to-text-generation-test-data-with-refs-en.xml,MusicalWork,Id317,False,,,,,,original__ca__e977c85d5e66,0.9781633615493774,0.7458330988883972,0.7659193277359009,0.0,1,True,,0,1,0.5375748872756958,0.5375748872756958,1,,0,False,False,0.5896280944347382,0.5231981992721558,-0.05205320715904238,0.014376688003539972,False,True,1,0.7771579027175903,0.7771579027175903,,,,,,
original__ca__c919ccdcb5df,train/1triples/SportsTeam_allSolutions.xml::Id78::Id2,train/1triples/SportsTeam_allSolutions.xml::Id78,ca,Catalan,CLEAN,clean,clean,1,Id2,Id2,['A.S._Roma | numberOfMembers | 70634'],['A.S._Roma | NombreDeMembres | 70634'],['A.S._Roma | NombreDeMembres | 70634'],A.S. Roma has 70634 members.,A.S. Roma té 70.634 membres.,A.S. Roma té 70.634 membres.,False,train/1triples/SportsTeam_allSolutions.xml,train,1triples,SportsTeam,Id78,False,,,,,,original__ca__c919ccdcb5df,0.8392876386642456,0.8796553611755371,0.6409012079238892,0.0,1,True,1.0,1,1,0.42427536845207214,0.3217187523841858,2,1.0,1,True,True,0.5896280944347382,0.5231981992721558,-0.16535272598266604,-0.20147944688797004,False,False,1,0.6839533448219299,0.48761245608329773,,,,,,
original__ca__8b97482dc3ea,train/2triples/Athlete.xml::Id144::Id1,train/2triples/Athlete.xml::Id144,ca,Catalan,CLEAN,clean,clean,2,Id1,Id1,"['Alex_Plante | birthPlace | Brandon,_Manitoba', 'Brandon,_Manitoba | leader | Larry_Maguire']","['Alex_Plante | LlocDeNaixement | Brandoncanada._kgm', 'Brandoncanada._kgm | Líder | Larry_Maguire']","['Alex_Plante | LlocDeNaixement | Brandoncanada._kgm', 'Brandoncanada._kgm | Líder | Larry_Maguire']","Larry Maguire is the leader of Brandon, Manitoba, the birthplace of Alex Plante.","Larry Maguire és el líder de Brandon, Manitoba, el lloc de naixement d'Alex Plante.","Larry Maguire és el líder de Brandon, Manitoba, el lloc de naixement d'Alex Plante.",False,train/2triples/Athlete.xml,train,2triples,Athlete,Id144,False,,,,,,original__ca__8b97482dc3ea,0.9641437530517578,0.8304531574249268,0.7770597338676453,0.0,2,True,,0,2,0.49697670340538025,0.5698880553245544,1,,0,False,False,0.4160341203212738,0.4842067241668701,0.08094258308410646,0.08568133115768434,True,True,2,0.5418684482574463,0.6582963466644287,,,,,,
original__ca__174d97ac59fd,train/2triples/Food.xml::Id53::Id2,train/2triples/Food.xml::Id53,ca,Catalan,CLEAN,clean,clean,2,Id2,Id2,"['Arròs_negre | country | Spain', 'Spain | demonym | Spaniards']","['arròs_negre | País | Espanya', 'Espanya | Demònim | espanyols']","['arròs_negre | País | Espanya', 'Espanya | Demònim | espanyols']","Arròs negre is from Spain, where Spaniards live.","L'arròs negre és d'Espanya, on viuen els espanyols.","L'arròs negre és d'Espanya, on viuen els espanyols.",False,train/2triples/Food.xml,train,2triples,Food,Id53,False,,,,,,original__ca__174d97ac59fd,0.5667693614959717,0.8234151601791382,0.8982294797897339,0.0,2,True,,0,2,0.3155325651168823,0.6158770322799683,1,,0,False,False,0.4160341203212738,0.4842067241668701,-0.10050155520439147,0.13167030811309816,False,True,2,0.5554229617118835,0.5638649463653564,,,,,,
original__ca__098c1e86986c,dev/3triples/Food.xml::Id23::Id2,dev/3triples/Food.xml::Id23,ca,Catalan,CLEAN,clean,clean,3,Id2,Id2,"['Barny_Cakes | dishVariation | Apple', 'Barny_Cakes | carbohydrate | 18.0 g', 'Barny_Cakes | protein | 1.8 g']","['Pastissos_Barny | VariacióDelPlat | poma', 'Pastissos_Barny | HidratDeCarboni | 18._0_g', 'Pastissos_Barny | Proteïna | 1,8_g']","['Pastissos_Barny | VariacióDelPlat | poma', 'Pastissos_Barny | HidratDeCarboni | 18._0_g', 'Pastissos_Barny | Proteïna | 1,8_g']",Barny cakes can be made with apple and contain 1.8g protein and 18g of carbs.,"Els pastissos barny es poden fer amb poma i contenen 1,8 g de proteïna i 18 g de carbohidrats.","Els pastissos barny es poden fer amb poma i contenen 1,8 g de proteïna i 18 g de carbohidrats.",False,dev/3triples/Food.xml,dev,3triples,Food,Id23,False,,,,,,original__ca__098c1e86986c,0.7949385643005371,0.656212329864502,0.71389572819074,0.0,3,True,1.0,2,3,0.30275559425354004,0.4291147291660309,1,0.6666666666666666,3,False,False,0.33754532784223557,0.4270522966980934,-0.034789733588695526,0.0020624324679374695,False,True,3,0.6627703905105591,0.6905199289321899,,,,,,
