case_id,subqa,language,language_label,category,record_or_component,english_triples,target_triples,aligned_english_text,target_text,comparison_or_context,automatic_risk,automatic_basis,automatic_signals
QA22-ES-eb42aa8c1ce9,QA2.2,es,Spanish,MeanOfTransportation,dev/3triples/MeanOfTransportation.xml::Id14::Id1,"Alvis_Speed_25 | manufacturer | Alvis_Car_and_Engineering_Company
Alvis_Car_and_Engineering_Company | foundationPlace | Coventry
Alvis_Car_and_Engineering_Company | successor | Rover_Company","Alvis_Speed_25 | Fabricante | Alvis
Alvis | LugarDeCimentación | Coventry
Alvis | Sucesor | Compañía_Rover","The Alvis Car and Engineering Company, founded in Coventry and succeeded by the Rover Company, manufactured the Alvis Speed 25.","La Alvis Car and Engineering Company, fundada en Coventry y sucedida por la Rover Company, fabricó el Alvis Speed 25.",Judge the target text only against the target triples; the English pair is supplied as alignment context.,Medium,One English-calibrated support direction fails.,"{""coverage_pass"": false, ""groundedness_pass"": true, ""minimum_text_groundedness"": 0.5277398824691772, ""minimum_triple_coverage"": 0.19156105816364288, ""target_text_literal_retention"": 1.0}"
QA22-ES-a0470965441e,QA2.2,es,Spanish,WrittenWork,train/1triples/WrittenWork_allSolutions.xml::Id207::Id2,United_States | demonym | Americans,Estados_Unidos | Gentilicio | Estadounidense,The demonym for people living in the United States is Americans.,El gentilicio de las personas que viven en Estados Unidos es Americanos.,Judge the target text only against the target triples; the English pair is supplied as alignment context.,Medium,One English-calibrated support direction fails.,"{""coverage_pass"": false, ""groundedness_pass"": true, ""minimum_text_groundedness"": 0.5716079473495483, ""minimum_triple_coverage"": 0.5716078877449036, ""target_text_literal_retention"": null}"
QA12-ES-946d27cdab32,QA1.2,es,Spanish,entity_or_value,Almond,,,,,"Observed target forms and counts: {""almendra"": 51, ""prunus amygdalus"": 1}
Example mappings:
dev/2triples/Food.xml::Id2: Almond → Prunus_amygdalus
train/1triples/Food_allSolutions.xml::Id2: Almond → Almendra
train/1triples/Food_allSolutions.xml::Id8: Almond → Almendra
train/1triples/Food_allSolutions.xml::Id9: Almond → Almendra",Medium,"Multiple target forms are observed, but one form remains strongly dominant.","{""dominant_mapping_rate"": 0.9807692307692307, ""mapping_review_signal"": true, ""occurrences"": 52, ""target_form_count"": 2}"
QA21-CA-a981fc247848,QA2.1,ca,Catalan,CelestialBody,train/4triples/CelestialBody.xml::Id81::Id2,"1089_Tama | epoch | 2005-11-26
1089_Tama | formerName | ""A919 HA; 1927 WB;""
1089_Tama | orbitalPeriod | 1202.846 (days)
1089_Tama | periapsis | 288749000000.0","(1089)_Tama | Època | 2005-11-26
(1089)_Tama | AnteriorNom | A919_HA;_1927_WB;
(1089)_Tama | PeríodeOrbital | 1202.846_(dies)
(1089)_Tama | Periàpside | 288749000000.0","1089 Tama (previously A919 HA; 1927 WB) has; an orbital period of 1202.846 days, a periapsis of 288749000000.0, and the epoch date 2005-11-26.","1089 Tama (anteriorment A919 HA; 1927 WB) té un període orbital de 1202.846 dies, un periapside de 288749000000.0, i una data d'època de 2005-11-26.",English lexicalisation ID: Id2; target lexicalisation ID: Id2,High,source literal preservation is below 1.,"{""below_10_percent"": [], ""below_1_percent"": [], ""below_5_percent"": [], ""predicate_similarity"": 0.6874996423721313, ""source_target_literal_preservation"": 0.8571428571428571, ""structured_predicate_review_flag"": false, ""text_similarity"": 0.9320275187492371, ""triple_similarity"": 0.8533084392547607}"
QA12-ES-789ebc58fcba,QA1.2,es,Spanish,entity_or_value,Central_Denmark_Region,,,,,"Observed target forms and counts: {""dinamarca central"": 1, ""jutlandia central"": 19}
Example mappings:
train/1triples/Airport_allSolutions.xml::Id280: Central_Denmark_Region → Jutlandia_Central
train/2triples/Airport.xml::Id3: Central_Denmark_Region → Dinamarca_Central
train/3triples/Airport.xml::Id7: Central_Denmark_Region → Jutlandia_Central
train/3triples/Airport.xml::Id8: Central_Denmark_Region → Jutlandia_Central",Medium,"Multiple target forms are observed, but one form remains strongly dominant.","{""dominant_mapping_rate"": 0.95, ""mapping_review_signal"": true, ""occurrences"": 20, ""target_form_count"": 2}"
QA11-ES-efe0e27ede03,QA1.1,es,Spanish,Food,train/1triples/Food_allSolutions.xml::Id215,Malaysia | ethnicGroup | Malaysian_Indian,Malasia | GrupoÉtnico | Indio_malayo,Malaysian Indian is one of the ethnic groups on Malaysia.,El indio malayo es uno de los grupos étnicos de Malasia.,"Expected triples: 1; English IDs: Id1
Id2; Target IDs: Id1
Id2; Target lexicalisations in entry: El indio malayo es uno de los grupos étnicos de Malasia.
Uno de los grupos étnicos de Malasia es el indio malayo.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA22-ES-707f5334a615,QA2.2,es,Spanish,SportsTeam,train/3triples/SportsTeam.xml::Id10::Id2,"1._FC_Magdeburg | manager | Jens_Härtel
Jens_Härtel | club | 1._FC_Lokomotive_Leipzig
Jens_Härtel | club | SV_Babelsberg_03","1._FC_Magdeburg | Director | Jens_Härtel
Jens_Härtel | Club | Lokomotive_Leipzig
Jens_Härtel | Club | SV_Babelsberg_03","FC Magdeburg manager Jens Hartel is a former professional who first played for FC Lokomotive Leipzig, and later, for SV Babelsberg 03.","El entrenador del FC Magdeburgo, Jens Hartel, es un antiguo profesional que primero jugó en el FC Lokomotive Leipzig y, más tarde, en el SV Babelsberg 03.",Judge the target text only against the target triples; the English pair is supplied as alignment context.,High,target literal retention is below 1.,"{""coverage_pass"": true, ""groundedness_pass"": true, ""minimum_text_groundedness"": 0.6300983428955078, ""minimum_triple_coverage"": 0.5130361318588257, ""target_text_literal_retention"": 0.5}"
QA11-ES-7b390dd21c79,QA1.1,es,Spanish,City,train/1triples/City_allSolutions.xml::Id85,"Anderson,_Indiana | isPartOf | Madison_County,_Indiana","Anderson | FormaParteDe | Condado_de_Madison,_Indiana",Anderson in Madison County is in Indiana.,"Anderson, en el condado de Madison, está en Indiana.","Expected triples: 1; English IDs: Id1
Id2
Id3; Target IDs: Id1
Id2
Id3; Target lexicalisations in entry: Anderson, en el condado de Madison, está en Indiana.
Anderson se encuentra en el condado de Madison, Indiana.
Anderson forma parte del condado de Madison, Indiana.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA21-ES-aa3e14a7470c,QA2.1,es,Spanish,Company,train/2triples/Company.xml::Id61::Id3,"Hypermarcas | type | S.A._(corporation)
Hypermarcas | product | Healthcare","Hipermarcas | Tipo | sociedad_anónima
Hipermarcas | Producto | Sanidad",Hypermarcas is a S.A corporation that sells healthcare products.,Hypermarcas es una sociedad anónima dedicada a la venta de productos sanitarios.,English lexicalisation ID: Id3; target lexicalisation ID: Id3,High,at least two semantic scores are in the lowest 5%.,"{""below_10_percent"": [""text_similarity"", ""triple_similarity""], ""below_1_percent"": [], ""below_5_percent"": [""text_similarity"", ""triple_similarity""], ""predicate_similarity"": 0.8236875236034393, ""source_target_literal_preservation"": null, ""structured_predicate_review_flag"": false, ""text_similarity"": 0.7511117458343506, ""triple_similarity"": 0.6931402087211609}"
QA11-CA-45a10c9fb107,QA1.1,ca,Catalan,Building,train/5triples/Building.xml::Id62,"Adare_Manor | architect | Augustus_Pugin
Augustus_Pugin | significantBuilding | Palace_of_Westminster
Augustus_Pugin | birthPlace | Bloomsbury
County_Limerick | isPartOf | Munster
Adare_Manor | location | County_Limerick","Adare_Manor | Arquitecte | Augustus_Welby_Northmore_Pugin
Augustus_Welby_Northmore_Pugin | EdificiSignificatiu | Palau_de_Westminster
Augustus_Welby_Northmore_Pugin | LlocDeNaixement | Bloomsbury
comtat_de_Limerick | ÉsPartDe | Munster
Adare_Manor | Ubicació | comtat_de_Limerick",Augustus Pugin (born in Bloomsbury) was the architect of Adare Manor and the Palace of Westminster. Adare Manor is located in County Limerick which is part of Munster.,Augustus Pugin (nascut a Bloomsbury) va ser l'arquitecte de Adare Manor i el Palau de Westminster. Adare Manor es troba al Comtat de Limerick que forma part de Munster.,"Expected triples: 5; English IDs: Id1
Id2; Target IDs: Id1
Id2; Target lexicalisations in entry: Augustus Pugin (nascut a Bloomsbury) va ser l'arquitecte de Adare Manor i el Palau de Westminster. Adare Manor es troba al Comtat de Limerick que forma part de Munster.
L'arquitecte Augustus Pugin va néixer a Bloomsbury. Va dissenyar el Palau de Westminster i Adare Manor al comtat de Limerick, Munster.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA12-ES-d8b37fe04d09,QA1.2,es,Spanish,entity_or_value,Tomato,,,,,"Observed target forms and counts: {""solanum lycopersicum"": 2, ""tomate"": 40}
Example mappings:
dev/2triples/Food.xml::Id3: Tomato → Solanum_lycopersicum
dev/2triples/Food.xml::Id8: Tomato → Solanum_lycopersicum
train/1triples/Food_allSolutions.xml::Id19: Tomato → Tomate
train/1triples/Food_allSolutions.xml::Id35: Tomato → Tomate",Medium,"Multiple target forms are observed, but one form remains strongly dominant.","{""dominant_mapping_rate"": 0.9523809523809523, ""mapping_review_signal"": true, ""occurrences"": 42, ""target_form_count"": 2}"
QA21-CA-fcbb6d56d5c4,QA2.1,ca,Catalan,WrittenWork,dev/3triples/WrittenWork.xml::Id3::Id1,"1634:_The_Ram_Rebellion | author | Eric_Flint
1634:_The_Ram_Rebellion | mediaType | E-book
1634:_The_Ram_Rebellion | numberOfPages | ""512""","1634:_La_rebel·lió_de_Ram | Autor | Eric_Flint
1634:_La_rebel·lió_de_Ram | TipusDeMitjans | Llibre_electrònic
1634:_La_rebel·lió_de_Ram | NombreDePàgines | 512",Eric Flint is the author of 1634: The Ram Rebellion which has 512 pages and is available as an E-Book.,Eric Flint és l'autor de 1634: The Ram Rebellion que té 512 pàgines i està disponible com a llibre electrònic.,English lexicalisation ID: Id1; target lexicalisation ID: Id1,Low,No literal failure or lower-tail semantic review condition is present.,"{""below_10_percent"": [], ""below_1_percent"": [], ""below_5_percent"": [], ""predicate_similarity"": 0.5710605084896088, ""source_target_literal_preservation"": 1.0, ""structured_predicate_review_flag"": false, ""text_similarity"": 0.9898500442504883, ""triple_similarity"": 0.9448132514953613}"
QA21-CA-1880373b0151,QA2.1,ca,Catalan,Food,train/1triples/Food_allSolutions.xml::Id25::Id2,"Arem-arem | course | ""Main course""",Arem-arem | Cors | plat_principal,Arem arem is a main course.,Arem arem és un plat principal.,English lexicalisation ID: Id2; target lexicalisation ID: Id2,High,a semantic score is in the lowest 1%; at least two semantic scores are in the lowest 5%.,"{""below_10_percent"": [""text_similarity"", ""triple_similarity""], ""below_1_percent"": [""text_similarity""], ""below_5_percent"": [""text_similarity"", ""triple_similarity""], ""predicate_similarity"": 0.7073517441749573, ""source_target_literal_preservation"": null, ""structured_predicate_review_flag"": false, ""text_similarity"": 0.25997495651245117, ""triple_similarity"": 0.754732608795166}"
QA11-ES-a39c9ac4cab9,QA1.1,es,Spanish,Airport,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id779,"Bedford_Aerodrome | runwayLength | 1095.0
Bedford_Aerodrome | cityServed | Bedford_Autodrome
Bedford_Aerodrome | location | Thurleigh","Aeródromo_de_Bedford | LongitudDeLaPista | 1095.0
Aeródromo_de_Bedford | CiudadServida | Autódromo_de_Bedford
Aeródromo_de_Bedford | Ubicación | Thurleigh",The runway length at the Bedford Aerodrome in Thurleigh is 1095 and the aerodrome serves the Bedford Autodrome.,"La longitud de la pista del aeródromo de Bedford, en Thurleigh, es de 1095 y el aeródromo da servicio al Bedford Autodrome.","Expected triples: 3; English IDs: Id1
Id2; Target IDs: Id1
Id2; Target lexicalisations in entry: La longitud de la pista del aeródromo de Bedford, en Thurleigh, es de 1095 y el aeródromo da servicio al Bedford Autodrome.
La longitud de la pista del aeródromo de Bedford (al que da servicio el Bedford Autodrome) en Thurleigh mide 1095,0.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA21-CA-14870e9d8c70,QA2.1,ca,Catalan,Food,train/2triples/Food.xml::Id62::Id2,"Asam_pedas | country | Malaysia
Asam_pedas | mainIngredient | ""Fish cooked in sour and hot sauce""","Asam_pedas | País | Malàisia
Asam_pedas | PrincipalIngredient | Peix_cuinat_en_salsa_agre_i_picant","Asam pedas is a food found in Malaysia, and it is a dish of fish cooked in a sour and hot sauce.","L'asam pedas és un aliment que es troba a Malàisia, i és un plat de peix cuinat en una salsa agria i picant.",English lexicalisation ID: Id2; target lexicalisation ID: Id2,Medium,at least one semantic score is in the lowest 10%.,"{""below_10_percent"": [""text_similarity""], ""below_1_percent"": [], ""below_5_percent"": [], ""predicate_similarity"": 0.5694704577326775, ""source_target_literal_preservation"": null, ""structured_predicate_review_flag"": false, ""text_similarity"": 0.855035662651062, ""triple_similarity"": 0.8774394989013672}"
QA32-CA-f9586f761c93,QA3.2,ca,Catalan,WrittenWork,train/4triples/WrittenWork.xml::Id108::Id1,"Alcatraz_Versus_the_Evil_Librarians | language | English_language
English_language | spokenIn | Great_Britain
United_States | ethnicGroup | White_Americans
Alcatraz_Versus_the_Evil_Librarians | country | United_States","Alcatraz_contra_els_malvats_bibliotecaris | Llengua | Llengua_anglesa
Llengua_anglesa | ParlatEn | Gran_Bretanya
Estats_Units_d'Amèrica | GrupÈtnic | blancs_estatunidencs
Alcatraz_contra_els_malvats_bibliotecaris | País | Estats_Units_d'Amèrica",Alcatraz Versus the Evil Librarians is written in English which is the language spoken in Great Britain. It originates from the United States where White Americans live.,"Alcatraz Versus the Evil Librarians està escrit en anglès, que és la llengua parlada a Gran Bretanya. És originari dels Estats Units, on viuen els blancs americans.","Different English reference from the same RDF entry:
The book Alcatraz Versus the Evil Librarians is written in English, the language spoken in Great Britain. The book come from the US, where White Americans are an ethnic group.",Low,The target favours its aligned English reference and its length lies within the central language-specific range.,"{""aligned_reference_advantage"": 0.0562739372253418, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.9843096137046814, ""comparison_reference_similarity"": 0.9280356764793396, ""expansion_ratio"": 1.0, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": false}"
QA32-ES-4c6adfa3a58d,QA3.2,es,Spanish,Politician,dev/2triples/Politician.xml::Id9::Id1,"Abner_W._Sibal | militaryBranch | United_States_Army
Abner_W._Sibal | battle | World_War_II","Abner_W._Sibal | RamaMilitar | Ejército_de_los_Estados_Unidos
Abner_W._Sibal | Batalla | Segunda_Guerra_Mundial",Abner W. Sibal was in the U.S. Army during WWII.,Abner W. Sibal estuvo en el ejército estadounidense durante la Segunda Guerra Mundial.,"Different English reference from the same RDF entry:
Abner W Sibal served in the United States Army and fought in World War II.",Medium,"The aligned-reference advantage is non-positive/unavailable, or the expansion ratio is outside the central 90% range.","{""aligned_reference_advantage"": -0.015828073024749756, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.9364267587661743, ""comparison_reference_similarity"": 0.9522548317909241, ""expansion_ratio"": 1.3, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": false}"
QA32-ES-9a60650e49ab,QA3.2,es,Spanish,Airport,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id891::Id3,"Bedford_Aerodrome | operatingOrganisation | MotorSport_Vision
Bedford_Aerodrome | location | Thurleigh","Aeródromo_de_Bedford | OrganizaciónOperativa | MotorSport_Vision
Aeródromo_de_Bedford | Ubicación | Thurleigh",The Bedford Aerodrome is located in Thurleigh and has an operating organization that is called the MotorSport Vision.,El aeródromo de Bedford está situado en Thurleigh y cuenta con una organización operativa que se llama MotorSport Vision.,"Different English reference from the same RDF entry:
MotorSport Vision operates the Bedford Aerodrome located in Thurleigh.",Low,The target favours its aligned English reference and its length lies within the central language-specific range.,"{""aligned_reference_advantage"": 0.010777771472930908, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.9843648076057434, ""comparison_reference_similarity"": 0.9735870361328125, ""expansion_ratio"": 1.0555555555555556, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": false}"
QA32-CA-26637768e9d6,QA3.2,ca,Catalan,MeanOfTransportation,dev/1triples/MeanOfTransportation_allSolutions.xml::Id21::Id2,Antares_(rocket) | finalFlight | 2014-10-28,Antares_(coet) | VolFinal | 2014-10-28,The final flight of the Antares rocket was on 2014-10-28.,El vol final del coet Antares va ser el 28 d'octubre de 2014.,"Different English reference from the same RDF entry:
The Antares rocket's final flight was on the 28th October 2014.",High,"The aligned-reference advantage is in the extreme lower tail, or a non-positive advantage coincides with extreme length variation.","{""aligned_reference_advantage"": -0.09443986415863037, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.8342732191085815, ""comparison_reference_similarity"": 0.9287130832672119, ""expansion_ratio"": 1.3, ""extreme_advantage"": true, ""extreme_expansion"": false, ""unusual_expansion"": true}"
QA11-ES-5f6294857dba,QA1.1,es,Spanish,CelestialBody,train/2triples/CelestialBody.xml::Id44,"1001_Gaussia | epoch | 2015-06-27
1001_Gaussia | rotationPeriod | 33012.0","(1001)_Gaussia | Época | 27-06-2015
(1001)_Gaussia | PeríodoDeRotación | 33012.0",1001 Gaussia has a rotation period of 33012.0 and an epoch date of 31 July 2016.,"1001 Gaussia tiene un periodo de rotación de 33012,0 y una fecha de época del 31 de julio de 2016.","Expected triples: 2; English IDs: Id1
Id2; Target IDs: Id1
Id2; Target lexicalisations in entry: 1001 Gaussia tiene un periodo de rotación de 33012,0 y una fecha de época del 31 de julio de 2016.
La fecha de la época de 1001 Gaussia es el 27 de junio de 2015 y tiene un período de rotación de 33012,0.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA31-CA-d5c7e68dbb17,QA3.1,ca,Catalan,WrittenWork,train/1triples/WrittenWork_allSolutions.xml::Id187::Id1,John_Cowper_Powys | notableWork | Porius:_A_Romance_of_the_Dark_Ages,John_Cowper_Powys | ObraNotable | Porius:_un_romanç_de_l'edat_fosca,A notable work of John Cowper Powys is Porius: A Romance of the Dark Ages.,Una obra notable de John Cowper Powys és Porius: A Romance of the Dark Ages.,Assess language identity and substantial English leakage; do not score general fluency or style here.,High,At least one hard language diagnostic is active.,"{""code_switch_detected"": true, ""full_english_copy_detected"": false, ""hard_language_flag"": true, ""predicted_language"": ""ca"", ""target_language_probability"": 0.4834851622581482, ""valid_target_language"": false, ""wrong_language_detected"": false}"
QA21-CA-16d24082c483,QA2.1,ca,Catalan,Politician,train/1triples/Politician_allSolutions.xml::Id10::Id2,Aaron_S._Daggett | battle | Battle_of_the_Wilderness,Aaron_Smith_Daggett | Batalla | batalla_de_Wilderness,Aaron S. Daggett fought in the Battle of the Wilderness.,Aaron S. Daggett va lluitar a la Batalla de la Selva.,English lexicalisation ID: Id2; target lexicalisation ID: Id2,Medium,at least one semantic score is in the lowest 10%.,"{""below_10_percent"": [""text_similarity""], ""below_1_percent"": [], ""below_5_percent"": [], ""predicate_similarity"": 0.9917100071907043, ""source_target_literal_preservation"": null, ""structured_predicate_review_flag"": false, ""text_similarity"": 0.8450649976730347, ""triple_similarity"": 0.8901959657669067}"
QA32-CA-90b99642cae1,QA3.2,ca,Catalan,MeanOfTransportation,train/1triples/MeanOfTransportation_allSolutions.xml::Id111::Id3,Aleksey_Chirikov_(icebreaker) | builder | Finland,Aleksey_Chirikov_(trencaglaç) | Constructor | Finlàndia,The icebreaker ship Aleksey Chirikov was built in Finland.,El trencaglaç Aleksey Chirikov va ser construït a Finlàndia.,"Different English reference from the same RDF entry:
Finland is the builder of the icebreaker called the Aleksey Chirikov.",Low,The target favours its aligned English reference and its length lies within the central language-specific range.,"{""aligned_reference_advantage"": 0.011710047721862793, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.8899191617965698, ""comparison_reference_similarity"": 0.878209114074707, ""expansion_ratio"": 1.0, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": false}"
QA12-CA-bff776b72741,QA1.2,ca,Catalan,entity_or_value,Asilomar_State_Beach,,,,,"Observed target forms and counts: {""asilomar state beach"": 15}
Example mappings:
dev/4triples/Building.xml::Id20: Asilomar_State_Beach → Asilomar_State_Beach
train/1triples/Building_allSolutions.xml::Id194: Asilomar_State_Beach → Asilomar_State_Beach
train/2triples/Building.xml::Id137: Asilomar_State_Beach → Asilomar_State_Beach
train/3triples/Building.xml::Id153: Asilomar_State_Beach → Asilomar_State_Beach",Low,One normalised target form is observed for the recurring source component.,"{""dominant_mapping_rate"": 1.0, ""mapping_review_signal"": false, ""occurrences"": 15, ""target_form_count"": 1}"
QA11-CA-bbef8ea8a5e3,QA1.1,ca,Catalan,Food,train/2triples/Food.xml::Id64,"Asam_pedas | country | Malaysia
Asam_pedas | region | Malay_Peninsula","Asam_pedas | País | Malàisia
Asam_pedas | Regió | península_de_Malaca","Asam pedas is a food found in the Malay Peninsula, Malaysia.","Asam pedas és un aliment que es troba a la península Malaia, Malàisia.","Expected triples: 2; English IDs: Id1
Id2
Id3; Target IDs: Id1
Id2
Id3; Target lexicalisations in entry: Asam pedas és un aliment que es troba a la península Malaia, Malàisia.
Asam pedas és un aliment que es troba a Malàisia que prové de la regió de la península de Malàisia.
Asam pedas és un aliment que es troba a la península Malaia a Malàisia.",Low,All five structural conditions pass.,"{""lexicalisation_id_alignment"": true, ""lexicalisation_id_unique"": true, ""target_rdf_well_formed"": true, ""target_text_present"": true, ""target_triple_parity"": true}"
QA32-ES-de58cd98db32,QA3.2,es,Spanish,SportsTeam,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1268::Id3,"Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C
Campeonato_Brasileiro_Série_C | country | Brazil
Agremiação_Sportiva_Arapiraquense | numberOfMembers | 17000
Agremiação_Sportiva_Arapiraquense | fullName | ""Agremiação Sportiva Arapiraquense""","Agremiação_Sportiva_Arapiraquense | Liga | Campeonato_Brasileño_de_Serie_C
Campeonato_Brasileño_de_Serie_C | País | Brasil
Agremiação_Sportiva_Arapiraquense | NúmeroDeMiembros | 17000
Agremiação_Sportiva_Arapiraquense | NombreCompleto | Agremiação_Sportiva_Arapiraquense",The Agremiacao Sportiva Arapiraquense 'Agremiacao Sportiva Arapiraquense' have 17000 members and play in the Campeonato Brasileiro Serie C league from Brazil.,El Agremiacao Sportiva Arapiraquense 'Agremiacao Sportiva Arapiraquense' tiene 17000 socios y juega en la liga Campeonato Brasileiro Serie C de Brasil.,"Different English reference from the same RDF entry:
Agremiação Sportiva Arapiraquense's full name is ""Agremiação Sportiva Arapiraquense"" and the club has 17000 members. They play in the Campeonato Brasileiro Série C league which is based in Brazil.",Low,The target favours its aligned English reference and its length lies within the central language-specific range.,"{""aligned_reference_advantage"": 0.059203386306762695, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.9529145359992981, ""comparison_reference_similarity"": 0.8937111496925354, ""expansion_ratio"": 1.0, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": false}"
QA32-CA-f9027daa4751,QA3.2,ca,Catalan,Building,train/1triples/Building_allSolutions.xml::Id163::Id2,Denmark | language | German_language,Dinamarca | Llengua | Idioma_alemany,One of the languages used in Denmark is the German language.,Una de les llengües utilitzades a Dinamarca és l'alemany.,"Different English reference from the same RDF entry:
One of the languages in Denmark is German.",Medium,"The aligned-reference advantage is non-positive/unavailable, or the expansion ratio is outside the central 90% range.","{""aligned_reference_advantage"": -0.009296894073486328, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.9787547588348389, ""comparison_reference_similarity"": 0.9880516529083252, ""expansion_ratio"": 0.8181818181818182, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": true}"
QA21-ES-c8e94ca67f2d,QA2.1,es,Spanish,Artist,test/rdf-to-text-generation-test-data-with-refs-en.xml::Id1557::Id3,"Aaron_Turner | genre | Post-metal
Aaron_Turner | associatedBand/associatedMusicalArtist | Lotus_Eaters_(band)
Aaron_Turner | instrument | Singing
Aaron_Turner | origin | United_States
Aaron_Turner | activeYearsStartYear | 1995","Aaron_Turner | Género | Post-metal
Aaron_Turner | BandaAsociada/artistaMusicalAsociado | Lotus_Eaters_(banda)
Aaron_Turner | Instrumento | canto
Aaron_Turner | Origen | Estados_Unidos
Aaron_Turner | AñosActivosAñoDeInicio | 1995",Aaron Turner was a post-metal singer born in the the United States who started performing in 1995 and is in the Lotus Eaters band.,Aaron Turner es un cantante de Post-metal nacido en Estados Unidos que empezó a actuar en 1995 y forma parte de la banda Lotus Eaters.,English lexicalisation ID: Id3; target lexicalisation ID: Id3,Low,No literal failure or lower-tail semantic review condition is present.,"{""below_10_percent"": [], ""below_1_percent"": [], ""below_5_percent"": [], ""predicate_similarity"": 0.793935751914978, ""source_target_literal_preservation"": 1.0, ""structured_predicate_review_flag"": false, ""text_similarity"": 0.9810457229614258, ""triple_similarity"": 0.9243765473365784}"
QA32-ES-5f80bc45899d,QA3.2,es,Spanish,WrittenWork,train/1triples/WrittenWork_allSolutions.xml::Id216::Id1,Weymouth_Sands | followedBy | Maiden_Castle_(novel),Arenas_de_Weymouth | SeguidoDe | Castillo_de_la_Doncella_(novela),Maiden Castle (novel) was preceded by Weymouth Sands.,Maiden Castle (novela) fue precedida por Weymouth Sands.,"Different English reference from the same RDF entry:
The novel Maiden Castle followed the novel Weymouth Sands.",Low,The target favours its aligned English reference and its length lies within the central language-specific range.,"{""aligned_reference_advantage"": 0.10441148281097412, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.9919816255569458, ""comparison_reference_similarity"": 0.8875701427459717, ""expansion_ratio"": 1.0, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": false}"
QA21-ES-47231211c8ac,QA2.1,es,Spanish,City,dev/1triples/City_allSolutions.xml::Id9::Id2,"Amarillo,_Texas | isPartOf | Potter_County,_Texas","Amarillo,_Texas | FormaParteDe | Condado_de_Potter,_Texas","Amarillo is part of Potter County, Texas.","Amarillo es parte del condado de Potter, Texas.",English lexicalisation ID: Id2; target lexicalisation ID: Id2,Medium,at least one semantic score is in the lowest 10%.,"{""below_10_percent"": [""text_similarity"", ""predicate_similarity""], ""below_1_percent"": [], ""below_5_percent"": [], ""predicate_similarity"": 0.5240179896354675, ""source_target_literal_preservation"": null, ""structured_predicate_review_flag"": false, ""text_similarity"": 0.8990778923034668, ""triple_similarity"": 0.9297398328781128}"
QA32-CA-6b0dcea21d67,QA3.2,ca,Catalan,Airport,train/3triples/Airport.xml::Id109::Id1,"Andrews_County_Airport | location | Texas
Texas | language | Spanish_language
Texas | capital | Austin,_Texas","Aeroport_del_comtat_d'_Andrews | Ubicació | Texas
Texas | Llengua | Llengua_espanyola
Texas | Capital | Austin,_Texas","Spanish is the language spoken in Austin, Texas (in which the Andrews County Airport is located).","L'espanyol és la llengua parlada a Austin, Texas (on es troba l'Aeroport del Comtat d'Andrews).","Different English reference from the same RDF entry:
Andrews County Airport is located in Texas whose capital is Austin. Spanish is one language spoken there.",Low,The target favours its aligned English reference and its length lies within the central language-specific range.,"{""aligned_reference_advantage"": 0.09324413537979126, ""aligned_reference_eligible"": true, ""aligned_reference_similarity"": 0.9498467445373535, ""comparison_reference_similarity"": 0.8566026091575623, ""expansion_ratio"": 0.9375, ""extreme_advantage"": false, ""extreme_expansion"": false, ""unusual_expansion"": false}"
